,Venue ID,Latitude,Longitude,Category
41418,4ac518b5f964a520bda020e3,51.516335,-0.171971,Hotel
41419,4ac518b5f964a520bfa020e3,51.505156,-0.150412,Hotel
41420,4ac518b5f964a520c1a020e3,51.493501,-0.183034,Hotel
41421,4ac518b5f964a520c2a020e3,51.508055,-0.143844,Hotel
41422,4ac518b5f964a520c4a020e3,51.518811,-0.15396300000000002,Hotel
41423,4ac518b5f964a520c5a020e3,51.51379,-0.159001,Hotel
41424,4ac518b5f964a520c6a020e3,51.495368,-0.180524,Hotel
41425,4ac518b5f964a520c7a020e3,51.524357,-0.184513,Hotel
41426,4ac518b5f964a520cca020e3,51.515808,-0.174586,Hotel
41427,4ac518b6f964a52002a120e3,51.502438,-0.11913299999999999,Hotel
41428,4ac518b6f964a52003a120e3,51.516323,-0.163703,Hotel
41429,4ac518b6f964a52006a120e3,51.514069,-0.127083,Hotel
41430,4ac518b6f964a52009a120e3,51.524217,-0.13786700000000002,Hotel
41431,4ac518b6f964a5200ca120e3,51.481444,-0.44157399999999997,Hotel
41432,4ac518b6f964a5200ea120e3,51.512382,-0.183479,Hotel
41433,4ac518b6f964a5200fa120e3,51.487212,-0.136726,Hotel
41434,4ac518b6f964a52011a120e3,51.512906,-0.18365499999999998,Hotel
41435,4ac518b6f964a52019a120e3,51.512097999999995,-0.186475,Hotel
41436,4ac518b6f964a5201ba120e3,51.513016,-0.19201600000000002,Hotel
41437,4ac518b6f964a5201ca120e3,51.512097999999995,-0.178368,Hotel
41438,4ac518b6f964a5201da120e3,51.505717,-0.149093,Hotel
41439,4ac518b6f964a5201ea120e3,51.50738,-0.105529,Hotel
41440,4ac518b6f964a52026a120e3,51.481199,-0.43658900000000006,Hotel
41441,4ac518b6f964a52028a120e3,51.511689000000004,-0.119101,Hotel
41442,4ac518b6f964a520d1a020e3,51.490925,-0.193206,Hotel
41443,4ac518b6f964a520d2a020e3,51.490815999999995,-0.193718,Hotel
41444,4ac518b6f964a520d3a020e3,51.492325,-0.190706,Hotel
41445,4ac518b6f964a520d6a020e3,51.502098,-0.186615,Hotel
41446,4ac518b6f964a520d8a020e3,51.507732,-0.146895,Hotel
41447,4ac518b6f964a520d9a020e3,51.518475,-0.13472,Hotel
41448,4ac518b6f964a520daa020e3,51.513226,-0.177758,Hotel
41449,4ac518b6f964a520dba020e3,51.512496,-0.180357,Hotel
41450,4ac518b6f964a520dea020e3,51.51661,-0.06993300000000001,Hotel
41451,4ac518b6f964a520e0a020e3,51.50519,-0.087912,Hotel
41452,4ac518b6f964a520e1a020e3,51.535739,-0.10471300000000001,Hotel
41453,4ac518b6f964a520e3a020e3,51.45874,-0.44161000000000006,Hotel
41454,4ac518b6f964a520e4a020e3,51.510349,-0.187506,Hotel
41455,4ac518b6f964a520e5a020e3,51.519574,-0.17051,Hotel
41456,4ac518b6f964a520eca020e3,51.511435999999996,-0.122781,Hotel
41457,4ac518b6f964a520eda020e3,51.499503000000004,-0.453819,Hotel
41458,4ac518b6f964a520f1a020e3,51.51775,-0.142792,Hotel
41459,4ac518b6f964a520f2a020e3,51.511843,-0.177498,Hotel
41460,4ac518b6f964a520f5a020e3,51.492607,-0.251098,Motel
41461,4ac518b6f964a520f6a020e3,51.529605,-0.294271,Hotel
41462,4ac518b6f964a520f7a020e3,51.491564000000004,-0.142226,Hotel
41463,4ac518b6f964a520faa020e3,51.513658,-0.179869,Hotel
41464,4ac518b6f964a520fba020e3,51.512159999999994,-0.131778,Hotel
41465,4ac518b6f964a520fca020e3,51.594482,-0.21853000000000003,Hotel
41466,4ac518b6f964a520ffa020e3,51.511902,-0.18062,Hotel
41467,4ac518b7f964a5202ba120e3,51.499276,-0.157687,Hotel
41468,4ac518b7f964a5202ea120e3,51.510664,-0.184056,Hotel
41469,4ac518b7f964a52030a120e3,51.515190999999994,-0.173289,Hotel
41470,4ac518b7f964a52034a120e3,51.514789,-0.173791,Hotel
41471,4ac518b7f964a5203ca120e3,51.514390999999996,-0.174567,Hotel
41472,4ac518b7f964a5203da120e3,51.514191,-0.174231,Hotel
41473,4ac518b7f964a52040a120e3,51.515572,-0.17255399999999999,Hotel
41474,4ac518b7f964a52046a120e3,51.51175,-0.185272,Hotel
41475,4ac518b7f964a52048a120e3,51.517215,-0.157931,Hotel
41476,4ac518b7f964a52050a120e3,51.502674,-0.201401,Hotel
41477,4ac518b7f964a52055a120e3,51.50028,-0.17981,Hostel
41478,4ac518b7f964a52057a120e3,51.49015,-0.13784000000000002,Hostel
41479,4ac518b7f964a52058a120e3,51.511732,-0.185317,Hostel
41480,4ac518b8f964a5205fa120e3,51.510734,-0.07727200000000001,Hotel
41481,4ac518b8f964a52062a120e3,51.512993,-0.20274,Pub
41482,4ac518b8f964a52063a120e3,51.522793,-0.103681,Hotel
41483,4ac518b8f964a52067a120e3,51.522292,-0.13256199999999999,Hotel
41484,4ac518b8f964a5206ba120e3,51.514057,-0.13366,Hotel
41485,4ac518b8f964a5206fa120e3,51.517565000000005,-0.117922,Hotel
41486,4ac518b8f964a52071a120e3,51.479877,-0.009179000000000001,Hotel
41487,4ac518b8f964a52076a120e3,51.505627000000004,-0.139503,Hotel
41488,4ac518b8f964a52078a120e3,51.506025,-0.028185,Hotel
41489,4ac518b8f964a5207da120e3,51.528615,-0.12315899999999999,Hotel
41490,4ac518b8f964a5207fa120e3,51.511825,-0.17594400000000002,Hotel
41491,4ac518b8f964a52081a120e3,51.525527000000004,-0.082998,Hotel
41492,4ac518b8f964a52082a120e3,51.501771999999995,-0.18470899999999998,Hotel Bar
41493,4ac518b8f964a52084a120e3,51.509671999999995,-0.130044,Hotel
41494,4ac518b8f964a52086a120e3,51.506461,-0.14518699999999998,Hotel
41495,4ac518b8f964a52089a120e3,51.493103000000005,-0.175581,Hotel
41496,4ac518b8f964a5208aa120e3,51.493081,-0.190212,Hotel
41497,4ac518b8f964a5208ea120e3,51.520654,-0.10005700000000001,Hotel
41498,4ac518b8f964a5208fa120e3,51.491595000000004,-0.194582,Hotel
41499,4ac518b8f964a52091a120e3,51.492069,-0.16856300000000002,Hotel
41500,4ac518b9f964a52096a120e3,51.512642,-0.118532,Hotel
41501,4ac518b9f964a5209aa120e3,51.514375,-0.131899,Hotel
41502,4ac518b9f964a5209da120e3,51.512045,-0.13352,Gay Bar
41503,4ac518b9f964a5209ea120e3,51.5081,-0.131224,Sports Bar
41504,4ac518b9f964a520a0a120e3,51.51808,-0.143746,Hotel Bar
41505,4ac518b9f964a520a1a120e3,51.521006,-0.209499,Snack Place
41506,4ac518b9f964a520a2a120e3,51.466824,-0.21534699999999998,Thai Restaurant
41507,4ac518b9f964a520a4a120e3,51.506846,-0.194857,Pub
41508,4ac518b9f964a520a5a120e3,51.515648,-0.132482,Gay Bar
41509,4ac518b9f964a520a8a120e3,51.511186,-0.129023,Wine Bar
41510,4ac518b9f964a520ada120e3,51.462317,-0.13734000000000002,Coffee Shop
41511,4ac518b9f964a520aea120e3,51.493941,-0.183004,Indian Restaurant
41512,4ac518b9f964a520afa120e3,51.521026,-0.101645,Diner
41513,4ac518b9f964a520b0a120e3,51.503834000000005,-0.148895,American Restaurant
41514,4ac518b9f964a520b1a120e3,51.509076,-0.132469,Diner
41515,4ac518b9f964a520b3a120e3,51.516753,-0.132179,Snack Place
41516,4ac518b9f964a520b4a120e3,51.480194,-0.198312,Snack Place
41517,4ac518b9f964a520b5a120e3,51.485269,-0.17413299999999998,American Restaurant
41518,4ac518b9f964a520b6a120e3,51.506149,-0.130841,Art Gallery
41519,4ac518b9f964a520b7a120e3,51.513445000000004,-0.13481600000000002,Vegetarian / Vegan Restaurant
41520,4ac518b9f964a520baa120e3,51.513448,-0.13156600000000002,Jazz Club
41521,4ac518b9f964a520bba120e3,51.497707,-0.099549,Nightclub
41522,4ac518b9f964a520bea120e3,51.53471,-0.09863,Pub
41523,4ac518b9f964a520bfa120e3,51.515446000000004,-0.07523099999999999,Spanish Restaurant
41524,4ac518b9f964a520c0a120e3,51.514417,-0.201204,Diner
41525,4ac518b9f964a520c6a120e3,51.517425,-0.150774,Gastropub
41526,4ac518baf964a52000a220e3,51.513957,-0.13489400000000001,Cocktail Bar
41527,4ac518baf964a52002a220e3,51.526221,-0.079697,Comedy Club
41528,4ac518baf964a52006a220e3,51.513812,-0.125611,Seafood Restaurant
41529,4ac518baf964a52007a220e3,51.543589000000004,-0.150822,Seafood Restaurant
41530,4ac518baf964a52009a220e3,51.554873,-0.172949,Caf
41531,4ac518baf964a520cda120e3,51.510574,-0.120621,Restaurant
41532,4ac518baf964a520cfa120e3,51.510185,-0.21039699999999997,Wine Bar
41533,4ac518baf964a520d1a120e3,51.502901,-0.152555,Tea Room
41534,4ac518baf964a520d3a120e3,51.529903000000004,-0.110375,Pub
41535,4ac518baf964a520d4a120e3,51.510855,-0.12704100000000002,Pub
41536,4ac518baf964a520d5a120e3,51.512001,-0.103683,Pub
41537,4ac518baf964a520d6a120e3,51.501357,-0.15469000000000002,Gastropub
41538,4ac518baf964a520d7a120e3,51.521725,-0.104199,Pub
41539,4ac518baf964a520dda120e3,51.508447,-0.138416,Restaurant
41540,4ac518baf964a520dea120e3,51.556636,-0.17741600000000002,Pub
41541,4ac518baf964a520dfa120e3,51.569868,-0.174172,Pub
41542,4ac518baf964a520e0a120e3,51.518329,-0.10745999999999999,Pub
41543,4ac518baf964a520e3a120e3,51.557747,-0.179249,Pub
41544,4ac518baf964a520e5a120e3,51.505990999999995,-0.121965,Bar
41545,4ac518baf964a520e8a120e3,51.514839,-0.133542,Gay Bar
41546,4ac518baf964a520eca120e3,51.499384,-0.192485,Breakfast Spot
41547,4ac518baf964a520eda120e3,51.482699,-0.178222,Caf
41548,4ac518baf964a520f2a120e3,51.512996,-0.08563,Pub
41549,4ac518baf964a520f3a120e3,51.521412,-0.10935399999999999,Lounge
41550,4ac518baf964a520f7a120e3,51.49342,-0.16889,Seafood Restaurant
41551,4ac518baf964a520f8a120e3,51.538475,-0.142434,Gay Bar
41552,4ac518baf964a520fca120e3,51.527356,-0.080026,Pub
41553,4ac518baf964a520fea120e3,51.50906,-0.123741,Gay Bar
41554,4ac518bbf964a5200ca220e3,51.524434,-0.071572,Bagel Shop
41555,4ac518bbf964a5200da220e3,51.461808000000005,-0.11187000000000001,Bar
41556,4ac518bbf964a5200ea220e3,51.493965,-0.16964400000000002,Lounge
41557,4ac518bbf964a5200fa220e3,51.505384,-0.150749,Cocktail Bar
41558,4ac518bbf964a52010a220e3,51.486243,-0.196297,Pub
41559,4ac518bbf964a52012a220e3,51.516309,-0.12896,Bar
41560,4ac518bbf964a52013a220e3,51.510312,-0.13076300000000002,Bar
41561,4ac518bbf964a5201ca220e3,51.512008,-0.077222,Wine Bar
41562,4ac518bbf964a5201ea220e3,51.463946,-0.132577,Bar
41563,4ac518bbf964a52022a220e3,51.490797,-0.183482,Cocktail Bar
41564,4ac518bbf964a52023a220e3,51.512589,-0.13341,Cocktail Bar
41565,4ac518bbf964a52028a220e3,51.522045,-0.118631,Wine Bar
41566,4ac518bbf964a5202ca220e3,51.464264,-0.216148,Breakfast Spot
41567,4ac518bbf964a5202fa220e3,51.499488,-0.13531600000000002,Gastropub
41568,4ac518bbf964a52030a220e3,51.512744,-0.136892,Bar
41569,4ac518bbf964a52031a220e3,51.513099,-0.13153199999999998,Italian Restaurant
41570,4ac518bbf964a52032a220e3,51.515646999999994,-0.12778,Pub
41571,4ac518bbf964a52034a220e3,51.486071,-0.098445,Beer Garden
41572,4ac518bbf964a52038a220e3,51.522987,-0.102216,Restaurant
41573,4ac518bbf964a52039a220e3,51.5154,-0.126708,Cocktail Bar
41574,4ac518bbf964a5203ba220e3,51.51162,-0.12313800000000001,Bar
41575,4ac518bbf964a5203ca220e3,51.488934,-0.134301,Pub
41576,4ac518bbf964a5203fa220e3,51.446258,-0.14974500000000002,Bar
41577,4ac518bbf964a52040a220e3,51.511815000000006,-0.122232,Cocktail Bar
41578,4ac518bbf964a52043a220e3,51.521569,-0.07181699999999999,Bar
41579,4ac518bbf964a52045a220e3,51.509624,-0.132608,Cocktail Bar
41580,4ac518bbf964a52046a220e3,51.487056,-0.169201,American Restaurant
41581,4ac518bbf964a52050a220e3,51.504981,-0.15020899999999998,Bar
41582,4ac518bbf964a52052a220e3,51.512223,-0.122227,French Restaurant
41583,4ac518bbf964a52057a220e3,51.510841,-0.139398,Bar
41584,4ac518bbf964a52058a220e3,51.507588,-0.110071,Bar
41585,4ac518bbf964a52059a220e3,51.512135,-0.133767,Gay Bar
41586,4ac518bbf964a5205ca220e3,51.512614,-0.14217,Nightclub
41587,4ac518bcf964a5205da220e3,51.536071,-0.103558,Cocktail Bar
41588,4ac518bcf964a52061a220e3,51.512402,-0.121751,Bar
41589,4ac518bcf964a52067a220e3,51.539535,-0.144238,Bar
41590,4ac518bcf964a52068a220e3,51.521598,-0.161974,Restaurant
41591,4ac518bcf964a52069a220e3,51.510466,-0.121313,Pub
41592,4ac518bcf964a52070a220e3,51.515507,-0.131959,Sandwich Place
41593,4ac518bcf964a52072a220e3,51.513828000000004,-0.131596,Bar
41594,4ac518bcf964a52078a220e3,51.513191,-0.132115,Bar
41595,4ac518bcf964a5207aa220e3,51.513249,-0.130365,Tea Room
41596,4ac518bcf964a5207ba220e3,51.513315000000006,-0.131416,Coffee Shop
41597,4ac518bcf964a5207ca220e3,51.510649,-0.1236,Bar
41598,4ac518bcf964a5207ea220e3,51.509704,-0.15168399999999999,Pub
41599,4ac518bcf964a52081a220e3,51.539398,-0.144375,Pub
41600,4ac518bcf964a52084a220e3,51.461868,-0.13763,Pub
41601,4ac518bcf964a52086a220e3,51.511101000000004,-0.132697,Bar
41602,4ac518bcf964a52087a220e3,51.41856,-0.305729,Pub
41603,4ac518bcf964a52088a220e3,51.497505,-0.16746,Pub
41604,4ac518bcf964a52089a220e3,51.479087,-0.18243299999999998,Pub
41605,4ac518bcf964a5208aa220e3,51.500232000000004,-0.15981700000000001,Caf
41606,4ac518bcf964a5208ba220e3,51.472479,-0.191611,Caf
41607,4ac518bcf964a5208ca220e3,51.499116,-0.216205,Gastropub
41608,4ac518bcf964a5208ea220e3,51.516781,-0.1374,Pub
41609,4ac518bcf964a5208fa220e3,51.509437,-0.12696500000000002,Pub
41610,4ac518bcf964a52092a220e3,51.476923,-0.146859,Pub
41611,4ac518bcf964a52094a220e3,51.488627,-0.165986,Pub
41612,4ac518bcf964a52097a220e3,51.51457,-0.124525,Bar
41613,4ac518bcf964a52098a220e3,51.501540999999996,-0.110768,Cuban Restaurant
41614,4ac518bcf964a5209ba220e3,51.489427,-0.190415,Caf
41615,4ac518bcf964a5209fa220e3,51.461040000000004,-0.162821,French Restaurant
41616,4ac518bcf964a520a0a220e3,51.488946,-0.19176500000000002,Caf
41617,4ac518bdf964a520a3a220e3,51.462578,-0.21627399999999997,Pub
41618,4ac518bdf964a520a4a220e3,51.467365,-0.216932,Pub
41619,4ac518bdf964a520a6a220e3,51.466975,-0.215864,Wine Bar
41620,4ac518bdf964a520a8a220e3,51.464489,-0.21639299999999997,Pub
41621,4ac518bdf964a520ada220e3,51.514965999999994,-0.12378,Caf
41622,4ac518bdf964a520afa220e3,51.525929,-0.10398699999999998,Bar
41623,4ac518bdf964a520b0a220e3,51.499339,-0.156941,Bakery
41624,4ac518bdf964a520b1a220e3,51.475972999999996,-0.193249,Pub
41625,4ac518bdf964a520b4a220e3,51.480290999999994,-0.191722,Caf
41626,4ac518bdf964a520b5a220e3,51.469927,-0.210083,Pub
41627,4ac518bdf964a520bba220e3,51.513836,-0.19887,Cocktail Bar
41628,4ac518bdf964a520bda220e3,51.524252000000004,-0.109668,Pub
41629,4ac518bdf964a520bea220e3,51.511421999999996,-0.12524000000000002,Italian Restaurant
41630,4ac518bdf964a520c1a220e3,51.513085,-0.130426,French Restaurant
41631,4ac518bdf964a520c5a220e3,51.489498,-0.229287,Pub
41632,4ac518bdf964a520c6a220e3,51.490934,-0.228183,Pub
41633,4ac518bdf964a520c7a220e3,51.489538,-0.23091,Pub
41634,4ac518bdf964a520c8a220e3,51.490463,-0.23479899999999998,Pub
41635,4ac518bdf964a520c9a220e3,51.490247,-0.24000700000000003,Pub
41636,4ac518bdf964a520caa220e3,51.468125,-0.210283,Pub
41637,4ac518bdf964a520cba220e3,51.494818,-0.174379,Wine Bar
41638,4ac518bdf964a520cca220e3,51.493369,-0.17594400000000002,Pub
41639,4ac518bdf964a520cea220e3,51.49297,-0.181608,Pub
41640,4ac518bdf964a520cfa220e3,51.49411,-0.182336,Pub
41641,4ac518bdf964a520d0a220e3,51.499126000000004,-0.180713,Pub
41642,4ac518bdf964a520d4a220e3,51.508932,-0.202847,Gastropub
41643,4ac518bdf964a520d5a220e3,51.515807,-0.204771,Gastropub
41644,4ac518bdf964a520d6a220e3,51.50242,-0.187851,Pub
41645,4ac518bdf964a520d8a220e3,51.509763,-0.19731300000000002,Caf
41646,4ac518bdf964a520daa220e3,51.509454,-0.197502,Pub
41647,4ac518bdf964a520dfa220e3,51.519181,-0.19548800000000002,Wine Bar
41648,4ac518bdf964a520e0a220e3,51.484565,-0.179266,Sports Bar
41649,4ac518bdf964a520e2a220e3,51.461292,-0.21667600000000004,Coffee Shop
41650,4ac518bdf964a520e3a220e3,51.459996999999994,-0.212792,Pub
41651,4ac518bdf964a520e7a220e3,51.524854,-0.081312,Bar
41652,4ac518bdf964a520e8a220e3,51.517343,-0.19578399999999999,Pub
41653,4ac518bdf964a520e9a220e3,51.511582000000004,-0.12448699999999999,American Restaurant
41654,4ac518bef964a52000a320e3,51.517358,-0.083115,Pub
41655,4ac518bef964a52001a320e3,51.509836,-0.125472,Pub
41656,4ac518bef964a52006a320e3,51.513472,-0.130582,French Restaurant
41657,4ac518bef964a52007a320e3,51.507546000000005,-0.10069700000000001,Caf
41658,4ac518bef964a5200ba320e3,51.419632,-0.201811,Bar
41659,4ac518bef964a5200da320e3,51.502633,-0.110471,Bar
41660,4ac518bef964a5200ea320e3,51.504847,-0.11632999999999999,Restaurant
41661,4ac518bef964a52010a320e3,51.508632,-0.101396,Pub
41662,4ac518bef964a52011a320e3,51.528939,-0.119734,Rock Club
41663,4ac518bef964a52018a320e3,51.514812,-0.204335,Bar
41664,4ac518bef964a52019a320e3,51.517153,-0.188115,Bar
41665,4ac518bef964a5201aa320e3,51.512561,-0.121125,Pub
41666,4ac518bef964a5201ba320e3,51.486152000000004,-0.180516,Bar
41667,4ac518bef964a5201ca320e3,51.514184,-0.07418999999999999,Pub
41668,4ac518bef964a5201ea320e3,51.519566999999995,-0.155684,Pub
41669,4ac518bef964a5201fa320e3,51.51331,-0.12726500000000002,Pub
41670,4ac518bef964a52020a320e3,51.513971000000005,-0.131786,Pub
41671,4ac518bef964a52021a320e3,51.516493,-0.130454,Pub
41672,4ac518bef964a52022a320e3,51.510397999999995,-0.12675,Cocktail Bar
41673,4ac518bef964a520eaa220e3,51.515088,-0.20463199999999998,Pub
41674,4ac518bef964a520eea220e3,51.498406,-0.19664700000000002,Pub
41675,4ac518bef964a520efa220e3,51.49869,-0.195435,Bar
41676,4ac518bef964a520f0a220e3,51.496602,-0.192374,Pub
41677,4ac518bef964a520f1a220e3,51.501082000000004,-0.189675,Pub
41678,4ac518bef964a520f2a220e3,51.502946,-0.19350499999999998,Pub
41679,4ac518bef964a520f3a220e3,51.508562,-0.193957,Pub
41680,4ac518bef964a520f5a220e3,51.498021,-0.143835,Pub
41681,4ac518bef964a520f9a220e3,51.497646,-0.1354,Pub
41682,4ac518bef964a520faa220e3,51.50731,-0.09285299999999999,Pub
41683,4ac518bef964a520fca220e3,51.515116,-0.14111400000000002,Pub
41684,4ac518bef964a520ffa220e3,51.520168,-0.10045599999999999,Pub
41685,4ac518bff964a52024a320e3,51.514351,-0.10720299999999999,Pub
41686,4ac518bff964a52025a320e3,51.517421999999996,-0.13713599999999998,Hotel Bar
41687,4ac518bff964a52026a320e3,51.463983,-0.132434,Seafood Restaurant
41688,4ac518bff964a5202aa320e3,51.511635,-0.11915099999999999,Cocktail Bar
41689,4ac518bff964a5202ba320e3,51.518917,-0.151613,Tapas Restaurant
41690,4ac518bff964a5202da320e3,51.501084999999996,-0.16306099999999998,Japanese Restaurant
41691,4ac518bff964a5202ea320e3,51.490823999999996,-0.149842,Cocktail Bar
41692,4ac518bff964a52030a320e3,51.441031,-0.19659400000000002,Bar
41693,4ac518bff964a52033a320e3,51.498298999999996,-0.147258,Thai Restaurant
41694,4ac518bff964a52034a320e3,51.513752000000004,-0.135248,Dim Sum Restaurant
41695,4ac518bff964a52035a320e3,51.513657,-0.134239,Nightclub
41696,4ac518bff964a52037a320e3,51.465035,-0.130251,Pub
41697,4ac518bff964a52038a320e3,51.512071,-0.122629,Food & Drink Shop
41698,4ac518bff964a5203aa320e3,51.512522,-0.148079,Restaurant
41699,4ac518bff964a5203ca320e3,51.514126,-0.127003,Hotel Bar
41700,4ac518bff964a5203ea320e3,51.488417999999996,-0.137318,Snack Place
41701,4ac518bff964a5203fa320e3,51.512634999999996,-0.13171,Bar
41702,4ac518bff964a52043a320e3,51.51526,-0.122277,Nightclub
41703,4ac518bff964a52045a320e3,51.474185999999996,-0.157033,Bar
41704,4ac518bff964a52047a320e3,51.509753,-0.14528,Indian Restaurant
41705,4ac518bff964a52048a320e3,51.513608000000005,-0.130581,Bar
41706,4ac518bff964a5204ba320e3,51.514901,-0.121598,Indian Restaurant
41707,4ac518bff964a5204fa320e3,51.505453,-0.15065599999999998,Tea Room
41708,4ac518bff964a52056a320e3,51.514047999999995,-0.122999,Wine Bar
41709,4ac518bff964a52058a320e3,51.514309000000004,-0.161656,Whisky Bar
41710,4ac518bff964a5205aa320e3,51.508507,-0.295942,French Restaurant
41711,4ac518bff964a5205ba320e3,51.502784000000005,-0.071245,Restaurant
41712,4ac518bff964a5205ca320e3,51.521848999999996,-0.080777,Bar
41713,4ac518bff964a5205da320e3,51.508513,-0.096712,Restaurant
41714,4ac518bff964a52060a320e3,51.511237,-0.139739,Cocktail Bar
41715,4ac518bff964a52061a320e3,51.520967999999996,-0.156921,Hotel Bar
41716,4ac518bff964a52062a320e3,51.510709999999996,-0.134077,Indian Restaurant
41717,4ac518bff964a52066a320e3,51.520610999999995,-0.097741,Bar
41718,4ac518bff964a52068a320e3,51.501387,-0.160619,Wine Bar
41719,4ac518c0f964a52069a320e3,51.524642,-0.08330800000000001,Mediterranean Restaurant
41720,4ac518c0f964a5206ea320e3,51.413752,-0.222342,Wine Bar
41721,4ac518c0f964a5206fa320e3,51.462385,-0.13787,Breakfast Spot
41722,4ac518c0f964a52070a320e3,51.49302,-0.126525,Wine Bar
41723,4ac518c0f964a52073a320e3,51.515369,-0.121281,Bar
41724,4ac518c0f964a52074a320e3,51.514058,-0.132797,Indian Restaurant
41725,4ac518c0f964a52076a320e3,51.506968,-0.142244,Tea Room
41726,4ac518c0f964a52077a320e3,51.51416,-0.145572,Cocktail Bar
41727,4ac518c0f964a52079a320e3,51.513488,-0.133995,Bar
41728,4ac518c0f964a5207aa320e3,51.500142,-0.179982,Bar
41729,4ac518c0f964a5207ba320e3,51.537607,-0.091139,Pub
41730,4ac518c0f964a5207ca320e3,51.493168,-0.127154,Hotel Bar
41731,4ac518c0f964a5207ea320e3,51.513393,-0.087127,Bar
41732,4ac518c0f964a52081a320e3,51.510439,-0.126944,Cuban Restaurant
41733,4ac518c0f964a52082a320e3,51.512774,-0.09250499999999999,Bar
41734,4ac518c0f964a52086a320e3,51.501948999999996,-0.082513,Lounge
41735,4ac518c0f964a52087a320e3,51.511033000000005,-0.08111,Bar
41736,4ac518c0f964a52088a320e3,51.508565000000004,0.039714,Bar
