,Venue ID,Station_name,distance,pagerank
47,4ac518baf964a520dea120e3,Hampstead,0.04,0.0031919314936160147
48,4ba9c046f964a520be363ae3,London Bridge,0.24,0.004452779322672395
49,4b67d2b0f964a520975e2be3,Brixton,3.56,0.0016653609182991636
50,4eba66ece300cf4cac3c7616,London Bridge,0.31,0.004452779322672395
51,4e361bcc45dd1c42bf266b99,Cannon Street,0.24,0.002683056773460019
52,4ac518d1f964a520e0a620e3,Monument,0.3,0.0034836232141556146
53,4ac518cff964a52053a620e3,London Bridge,0.33,0.004452779322672395
54,4d62081b9f67f04d990e8bfb,Cannon Street,0.23,0.002683056773460019
55,4d528bf43062a1cd1e5072a3,Cannon Street,0.01,0.002683056773460019
56,4ac518c1f964a520cba320e3,South Kensington,0.5,0.0036341698388450525
57,4dee669a18385379de5b506d,Crossharbour & London Arena,0.05,0.003178671182060726
58,4b5834a1f964a520ff4d28e3,Richmond,5.71,0.001954371025272989
59,4c6e6db4f338236acf500a1b,Woodside Park,0.61,0.003571328373778369
60,4bed96173372c9285add1114,Morden,7.61,0.0021241558567709536
61,4c51ee68250dd13a88e3067e,Waterloo,0.35,0.006082059994430767
62,4ac53702f964a52007b120e3,South Ealing,0.45,0.002855808571938513
63,4ac518c4f964a5209ca420e3,Old Street,0.48,0.0025006072785233023
64,4acbc300f964a52058c520e3,Euston,0.03,0.004480637918445009
65,4b911beaf964a5203ea433e3,Euston Square,0.03,0.0025162038080482783
66,4d3f4df0aae1b1f78d417cf5,South Ruislip,4.22,0.003579328144423127
67,4d1836d26d10370455643dbd,"Heathrow Terminals 1, 2 & 3",0.49,0.0030176859024648854
68,4b24ee42f964a520956a24e3,Richmond,1.36,0.001954371025272989
69,4b51b18af964a520c95227e3,Richmond,1.32,0.001954371025272989
70,4d0b94f8984a6ea8cf519264,Richmond,1.57,0.001954371025272989
71,4bca069868f976b0016e5e83,Richmond,1.21,0.001954371025272989
72,4ac518ecf964a52078ac20e3,Oxford Circus,0.27,0.00575736274196199
73,4ace45c0f964a52088cf20e3,Balham,0.22,0.0033071304706010426
74,4bf1b238d39ad13a818baa0e,Richmond,1.02,0.001954371025272989
75,4ef239606da16847ccdf5c5c,Colliers Wood,2.64,0.003593207454996835
76,4acdf48bf964a520afcd20e3,Balham,0.08,0.0033071304706010426
77,4ac518c1f964a520e8a320e3,Old Street,0.57,0.0025006072785233023
78,4ae800caf964a520fead21e3,Wimbledon Park,1.19,0.003815100659320394
79,4e384bb0d164374eb68f7c82,Morden,11.57,0.0021241558567709536
80,4ac518c5f964a520cda420e3,St. Paul's,0.37,0.002405775841256757
81,4ad61f64f964a520300521e3,Angel,0.11,0.0025204974148803853
82,4c8e753258668cfa513ad2ec,Edgware Road (B),0.06,0.002625029674610544
83,4ac518e8f964a52095ab20e3,High Barnet,0.49,0.0021179689150173948
84,4f09d420e4b033211b155470,Kilburn,0.51,0.0029760181800877732
85,4af33684f964a520c7eb21e3,King's Cross St. Pancras,0.03,0.007914534186474005
86,4b127e26f964a5203e8a23e3,King's Cross St. Pancras,0.29,0.007914534186474005
87,4b8564b5f964a520f75a31e3,Richmond,5.82,0.001954371025272989
88,4aec2fcdf964a52074c521e3,Shepherd's Bush (C),0.2,0.002998439801123201
89,4e89b4026da1b4a495d34da8,Richmond,5.52,0.001954371025272989
90,4b0eb88ef964a520135a23e3,"Heathrow Terminals 1, 2 & 3",1.18,0.0030176859024648854
91,4ad5f480f964a5202c0421e3,Richmond,5.61,0.001954371025272989
92,4e9fcfd861af1289b7d729d3,Moorgate,0.08,0.004389210049304864
93,4ac518e5f964a520f9aa20e3,Russell Square,0.36,0.0023904633408652837
94,4ae8b043f964a52076b121e3,Richmond,5.69,0.001954371025272989
95,4db56593fc607e0aa23bb142,Farringdon,0.11,0.002520497414880388
96,4ace6801f964a52066d020e3,Old Street,0.42,0.0025006072785233023
97,4ac518bbf964a52028a220e3,Russell Square,0.41,0.0023904633408652837
98,4af7f7c5f964a5209e0a22e3,Gloucester Road,0.01,0.0035303633018651907
99,4e0ce22514954f127e6ae9b7,Southgate,0.15,0.0035829752729026765
100,4b6c98f2f964a5208a452ce3,Hounslow Central,1.08,0.0031664466878194857
101,4acf3ddff964a520d8d220e3,West Kensington,0.28,0.002515691465803533
102,4b2253fff964a5209b4524e3,Old Street,0.25,0.0025006072785233023
103,4ac518e8f964a520a3ab20e3,Swiss Cottage,0.1,0.0025949671631370227
104,4ba4c6e5f964a520deb338e3,Kingsbury,0.19,0.003035576956805377
105,4f7b5583e4b05c0cca3acfe6,Hounslow Central,7.91,0.0031664466878194857
106,4b5d4a0bf964a520d85829e3,Morden,5.61,0.0021241558567709536
107,4cd85ca8a99d370404fc04ce,King's Cross St. Pancras,0.05,0.007914534186474005
108,4ac518e8f964a52075ab20e3,Gloucester Road,0.81,0.0035303633018651907
109,4ac518dff964a520f1a920e3,South Kensington,0.47,0.0036341698388450525
110,4b76cdcdf964a52056602ee3,Hounslow Central,8.06,0.0031664466878194857
111,4c724a3ad944224be23b0c29,Farringdon,0.58,0.002520497414880388
112,4ad2186ef964a5205edf20e3,Great Portland Street,0.18,0.0024905046742124625
113,4bfc3004a118a59359156eb6,Heathrow Terminal 4,0.28,0.0030176859024648854
114,4c3d5cf94bc9a593eef8d371,Morden,9.11,0.0021241558567709536
115,4f679f43e4b03aa49001693f,King's Cross St. Pancras,0.11,0.007914534186474005
116,4dee880ed164f9a5c693249e,Morden,9.67,0.0021241558567709536
117,4ac518f6f964a52052af20e3,Victoria,0.13,0.004479529637852607
118,4b7daaeff964a52075cd2fe3,Tottenham Court Road,0.29,0.00406659975823078
119,4ce245092ca45941138a6a9e,Farringdon,0.35,0.002520497414880388
120,4dd3a8ecd4c05dc63ac76d57,Richmond,3.83,0.001954371025272989
121,4ef29a2249010b41f5c53a40,Richmond,5.39,0.001954371025272989
122,4b6b2314f964a52030f52be3,Covent Garden,0.28,0.0022834299008437572
123,4b7185d6f964a520044b2de3,Holborn,0.16,0.004389289502857878
124,4b98b921f964a520f94c35e3,Picadilly Circus,0.07,0.0038622115975345092
125,4ac518c7f964a52061a520e3,Shepherd's Bush (H),0.09,0.0030020031308031605
126,4cc602bfd43ba143f63971f8,Green Park,0.5,0.005851722375222022
127,4f78c711e4b06bb77fa97c84,Lewisham,6.2,0.0021246089977644254
128,4f4a8910e4b082dc588778b5,Lewisham,6.19,0.0021246089977644254
129,4edb883a0e011b46efbc69d8,Lewisham,6.29,0.0021246089977644254
130,4f4ea104e4b0f03ee61495cb,Lewisham,6.19,0.0021246089977644254
131,4bc4121df8219c7497f6b610,Earl's Court,0.37,0.007047351482226214
132,4c3f44dfcc410f472fe9a761,Kennington,0.39,0.003483652430752755
133,4ac518b8f964a52063a120e3,Farringdon,0.3,0.002520497414880388
134,4bcf48550ffdce728a58b2c0,Victoria,0.64,0.004479529637852607
135,4d529fa880df88bf2e470098,Farringdon,0.03,0.002520497414880388
136,4f5be9a4e4b0c4b6893e994d,Mile End,0.85,0.0047635565050242025
137,4c408d03a48d9c74dc540c40,Tottenham Court Road,0.19,0.00406659975823078
138,4b9f465ff964a520931a37e3,Clapham South,2.04,0.0032415332779978496
139,4b89ec5ef964a5208b5632e3,Ealing Broadway,0.47,0.0029089823969171433
140,4b080cc0f964a520e90223e3,Highbury & Islington,0.83,0.002601463828787378
141,4bdbe7c163c5c9b64df72968,Paddington,0.14,0.006177763377650492
142,4acee9a4f964a5200ed220e3,London Bridge,0.05,0.004452779322672395
143,4bf1183ab315c9b6bf9a93ff,Farringdon,0.08,0.002520497414880388
144,4b6de396f964a52009992ce3,South Kensington,0.08,0.0036341698388450525
145,4b99338bf964a520546935e3,Euston,0.08,0.004480637918445009
146,4b803c04f964a520425f30e3,Lewisham,6.58,0.0021246089977644254
147,4b877c42f964a5209dc031e3,Mudchute,1.04,0.003256765666561653
148,4b101f53f964a5207a6923e3,Picadilly Circus,0.31,0.0038622115975345092
149,4af47862f964a520d6f221e3,Liverpool Street,0.03,0.005293892388758487
150,4ac518c6f964a52034a520e3,Angel,0.67,0.0025204974148803853
151,4b50e89af964a520233827e3,Bayswater,0.41,0.002600816481590745
152,4ac518cdf964a520efa520e3,Picadilly Circus,0.03,0.0038622115975345092
153,4c359ed7ed37a593d4c47003,Marble Arch,0.16,0.0025355304897784338
154,4ac518ddf964a5206da920e3,Swiss Cottage,0.09,0.0025949671631370227
155,4b891757f964a520361c32e3,Ealing Broadway,0.55,0.0029089823969171433
156,4acd8e7df964a52044cc20e3,Waterloo,0.12,0.006082059994430767
157,4f618711e4b0ef8e1eae28f4,Elverson Road,0.18,0.0038304006024531133
158,4e805fb2dab41c952c505ffc,Green Park,0.12,0.005851722375222022
159,4f2a7d3de4b0114e61852cce,Bayswater,0.07,0.002600816481590745
160,4af4b141f964a52020f521e3,Tottenham Court Road,0.16,0.00406659975823078
161,4b505d39f964a5206a2127e3,Northwick Park,0.41,0.002930680899806421
162,4bab2ca2f964a520e7973ae3,Lancaster Gate,0.04,0.00272560524853517
163,4e333db81495fa2def51768c,Bayswater,0.38,0.002600816481590745
164,4b5d7ef1f964a520f05e29e3,Fulham Broadway,1.62,0.0030381841656217158
165,4f6b496ce4b003b5e2793855,Warren Street,0.21,0.00323199415677844
166,4d2133b386e154814764c03a,Victoria,0.37,0.004479529637852607
167,4ed49477722e6f1fda04a331,South Ruislip,4.27,0.003579328144423127
168,4ad9a5eef964a5205c1a21e3,Finchley Road,0.13,0.004826293194644552
169,4e3d2099c65b4ec275ddea3b,"Heathrow Terminals 1, 2 & 3",2.75,0.0030176859024648854
170,4bf90d235efe2d7fd2a56b34,Colliers Wood,6.83,0.003593207454996835
171,4ac69410f964a5202cb520e3,Acton Town,0.01,0.005002361039571115
172,4ace4581f964a52086cf20e3,Queen's Park,0.03,0.00323534613816027
173,4d0cc138e0b98cfafe13d793,Queen's Park,0.18,0.00323534613816027
174,4b7f058bf964a520e41030e3,Hatton Cross,1.54,0.004371108184219259
175,4ac518f6f964a52050af20e3,Charing Cross,0.01,0.003059595262754043
176,4f79442c7716bb53303b5cb0,Old Street,0.37,0.0025006072785233023
177,4ea53fb88b81a02f8abe0af5,Ladbroke Grove,0.05,0.0030865727605106034
178,4b78aa5df964a520e4dc2ee3,Ladbroke Grove,0.03,0.0030865727605106034
179,4c219ca19085d13a5d1d85cc,Morden,9.12,0.0021241558567709536
180,4e413cc0d22d6fdb87dd1fec,Hounslow Central,3.39,0.0031664466878194857
181,4c07c32f708c2d7f296eca63,Crossharbour & London Arena,0.52,0.003178671182060726
182,4be9a99c62c0c928dfebdfd4,"Heathrow Terminals 1, 2 & 3",0.17,0.0030176859024648854
183,4f3d5db9e4b022e41dc81132,Hammersmith,0.03,0.004884629732848307
184,4b7e185bf964a52090e22fe3,Tottenham Court Road,0.21,0.00406659975823078
185,4ace4b76f964a520b3cf20e3,West Kensington,0.01,0.002515691465803533
186,4e22344dcc3fee7eee222fb0,Arnos Grove,1.43,0.0034393243787540838
187,4c779317f24737040e6b66eb,Bethnal Green,0.59,0.002408906205128441
188,4c12a0bca1010f47ec344918,Shoreditch,0.36,0.0015219697161278226
189,4e2a8c85d4c0e5c89aba810e,Hatton Cross,1.64,0.004371108184219259
190,4ac518d2f964a5202aa720e3,Cutty Sark,0.12,0.003376031328495517
191,4f369350e4b0d3ab5088ccb2,Lewisham,6.19,0.0021246089977644254
192,4ba1ea55f964a520bfd137e3,Hatton Cross,1.7,0.004371108184219259
193,4b861443f964a520657f31e3,Gallions Reach,2.37,0.0038187113203590572
194,4c0e37caadcd9c747ea902f6,Wimbledon,0.07,0.0021181065219330235
195,4c5fc16712e5c928f0d11d4c,Moorgate,0.36,0.004389210049304864
196,4ef0aa5729c22c6c76f0a4b9,Old Street,0.54,0.0025006072785233023
197,4ae83e74f964a5204bae21e3,Paddington,0.16,0.006177763377650492
198,4be43c1c2457a593b4eaa915,Lewisham,6.6,0.0021246089977644254
199,4f5cb870e4b085f52e665ab2,Lewisham,6.19,0.0021246089977644254
200,4f1fbab8e4b046c2ff70d4d9,Hatton Cross,4.19,0.004371108184219259
201,4acdcd0ef964a52011cd20e3,Farringdon,0.66,0.002520497414880388
202,4f382214e4b039c3c337837f,Lewisham,6.27,0.0021246089977644254
203,4edb90400e011b46efc60c66,Lewisham,6.19,0.0021246089977644254
204,4b98a88ef964a520694a35e3,Hatton Cross,1.01,0.004371108184219259
205,4ad4a773f964a52083e820e3,Baker Street,0.02,0.007612947292341917
206,4ac75605f964a520e6b620e3,Bounds Green,0.01,0.0033408732848202185
207,4e077b19b0fbba5eee1c6b3e,West Ham,0.23,0.004954216894771797
208,4f1d8efae4b064e65e258936,Clapham South,1.81,0.0032415332779978496
209,4ac5b037f964a52067b220e3,South Ealing,0.0,0.002855808571938513
210,4ad3a2d0f964a52055e520e3,Lewisham,6.61,0.0021246089977644254
211,4bd9af310115c9b6932c7880,Chancery Lane,0.27,0.002451867493613276
212,4ad738e3f964a520040921e3,Hampstead,0.14,0.0031919314936160147
213,4c03c4da187ec928700db67b,Borough,1.21,0.002440974667129324
214,4ad09694f964a52099d820e3,Marylebone,0.01,0.0025367556675014247
215,4edd38378231efe392c38b90,Lewisham,5.68,0.0021246089977644254
216,4f5bb882e4b068aa4ea21641,Lewisham,6.39,0.0021246089977644254
217,4edbcecc8b8173160e05a76f,Lewisham,5.68,0.0021246089977644254
218,4f2bec3be4b07364f6933b18,Hatton Cross,2.26,0.004371108184219259
219,4af1d5e5f964a520a2e321e3,Moorgate,0.15,0.004389210049304864
220,4ad83279f964a520dd1021e3,South Wimbledon,0.02,0.003829334388350818
221,4e16d3a81495f6691bf5b13a,West Ham,0.49,0.004954216894771797
222,4be904ffd837c9b63e00a606,London Bridge,0.05,0.004452779322672395
223,4f5f6d55e4b0ea73579a139f,Charing Cross,0.05,0.003059595262754043
224,4c1f76d6e923ef3bbfbe4e54,West Ham,0.12,0.004954216894771797
225,4e324f1c18a846d7ed066e05,Lewisham,7.08,0.0021246089977644254
226,4f5bb8bfe4b0695cba6db30f,Lewisham,6.2,0.0021246089977644254
227,4b87587df964a5206fbc31e3,Moorgate,0.15,0.004389210049304864
228,4b0c3d19f964a520803923e3,Harrow & Wealdston,0.11,0.0021266503321793143
229,4c4c7601c9e4ef3bc1516111,Farringdon,0.28,0.002520497414880388
230,4b17accbf964a52001c723e3,Rayners Lane,0.04,0.004400975222935067
231,4c16974ba81db71341b185e7,Liverpool Street,0.29,0.005293892388758487
232,5036b36dcc6417d4bcd9a24b,St. James's Park,0.03,0.002310824015795948
233,4ebd369330f88739f4d2dfce,Lewisham,4.68,0.0021246089977644254
234,4c2b3c48ae6820a1f06f1743,Oxford Circus,0.17,0.00575736274196199
235,4c7cbcbc3e90a1cdc34943be,East Putney,0.34,0.003420490530845342
236,4bc862a992b376b08240513a,St. James's Park,0.16,0.002310824015795948
237,4b845a67f964a5205b3031e3,Walthamstow Central,0.03,0.0020594140647469386
238,4b6fc8d7f964a5207afc2ce3,Borough,0.04,0.002440974667129324
239,4bc875b5af07a59371dd802d,Lewisham,2.53,0.0021246089977644254
240,4dff37b03151de6d93128e52,Liverpool Street,0.38,0.005293892388758487
241,4c9080f2fbe58cfa0b7722b9,Bond Street,0.08,0.004143338905548851
242,4c7264dcad69b60c7e4483b9,St. James's Park,0.67,0.002310824015795948
243,4e2e60a41838f1c552b9ef8d,St. James's Park,0.05,0.002310824015795948
244,4ac518bef964a52006a320e3,Leicester Square,0.3,0.00401890418712755
245,4f3e89c1e4b07ff31a6250eb,Hatton Cross,2.4,0.004371108184219259
246,4da83f4ecda119a2c8f88923,Rotherhithe,0.08,0.002697217142006765
247,4bf6aa935efe2d7f858b6734,Marylebone,0.13,0.0025367556675014247
248,4c12a57aa9c220a15f5f549d,Elephant & Castle,0.51,0.0035226011270808977
249,4ad43591f964a5206ee720e3,Hatton Cross,2.3,0.004371108184219259
250,4adc798df964a520862c21e3,Tottenham Hale,0.04,0.003364258972475936
251,4e315aeb18a837634f31e85b,St. James's Park,0.07,0.002310824015795948
252,4b275096f964a520d68524e3,Brixton,0.94,0.0016653609182991636
253,4e8c1729e5fa774802c7b8cd,Royal Albert,0.71,0.003323839861676981
254,4b669b03f964a52059252be3,Gunnersbury,0.41,0.0029927918917064572
255,4c101f47ce640f472e723952,Lewisham,7.69,0.0021246089977644254
256,4c69162e897b1b8d653aae17,Vauxhall,0.55,0.002783842750815579
257,4c76d2f06c8a95215eb4f954,Liverpool Street,0.25,0.005293892388758487
258,4bba1c3b98c7ef3be2b43202,Charing Cross,0.25,0.003059595262754043
259,4c3d6ed94bc9a5939b07d471,Oxford Circus,0.1,0.00575736274196199
260,4c74d8daff1fb60c5593f4a7,Clapham Common,0.32,0.0031513272618130727
261,4f30190de4b007725d2d6480,Mansion House,0.06,0.002821979892691935
262,4e099a6a483b98d4171e0c7e,Hounslow Central,5.23,0.0031664466878194857
263,4b1ad90ef964a5201ff323e3,Kentish Town,0.43,0.0028395412720247115
264,4c002f6975fc9521d9b14898,Hammersmith,0.09,0.004884629732848307
265,4adf0b09f964a5203c7721e3,St. James's Park,0.33,0.002310824015795948
266,4ec4fef14fc6711af2433474,Tottenham Court Road,0.2,0.00406659975823078
267,4ac518bbf964a5203ba220e3,Covent Garden,0.16,0.0022834299008437572
268,4acf6613f964a5206bd320e3,Canary Wharf,0.13,0.0049104531923263904
269,4acdf52cf964a520b2cd20e3,Edgware Road (B),0.18,0.002625029674610544
270,4ad5c2e6f964a520640321e3,Borough,0.64,0.002440974667129324
271,4ad0f0a0f964a5205adb20e3,Tottenham Court Road,0.03,0.00406659975823078
272,4f75ce0ae4b0f62bd3a67973,Upton Park,1.05,0.0030551543804642704
273,4cc812ebcaa5a1cdd5319be7,Barbican,0.29,0.002500607278523303
274,4b711490f964a52036392de3,Old Street,0.51,0.0025006072785233023
275,4b9df9e8f964a520fdc436e3,Tottenham Court Road,0.06,0.00406659975823078
276,4ad2f35ef964a520e1e220e3,Goodge Street,0.02,0.0022765728680997892
277,4c2a46ccd1a10f47a831f664,Lewisham,7.12,0.0021246089977644254
278,4cda8d4bd549548119ab36b2,Tottenham Court Road,0.05,0.00406659975823078
279,4bed208a91380f4749729f18,Victoria,0.21,0.004479529637852607
280,4f3a1b95e4b00bffded5d78a,Goodge Street,0.11,0.0022765728680997892
281,4acda2eef964a52073cc20e3,Farringdon,0.21,0.002520497414880388
282,4ace295ff964a520ccce20e3,Clapham South,2.04,0.0032415332779978496
283,5036b36bcc6417d4bcd9a1d5,Leicester Square,0.03,0.00401890418712755
284,4bfcc92b2b83b713ee92a998,Tooting Broadway,0.57,0.0034565919958256114
285,4ad8af64f964a520b81321e3,Heathrow Terminal 4,0.04,0.0030176859024648854
286,4ac518f4f964a520daae20e3,Oxford Circus,0.06,0.00575736274196199
287,4c48305e96abd13aa25e7301,Covent Garden,0.09,0.0022834299008437572
288,4e7b206729c293b0492e9486,Royal Albert,0.92,0.003323839861676981
289,4bcd61c3cc8cd13a0a85c2cf,Oxford Circus,0.32,0.00575736274196199
290,4b928b30f964a520c30234e3,Heathrow Terminal 4,5.66,0.0030176859024648854
291,4bc1ad0a2a89ef3b329ef288,Lewisham,8.06,0.0021246089977644254
292,4bb06bc0f964a520db443ce3,Shoreditch,0.4,0.0015219697161278226
293,4be9c2c9183895216bc20acf,Lewisham,3.69,0.0021246089977644254
294,4bcc4ec6937ca59377d3aa92,Canary Wharf,0.39,0.0049104531923263904
295,4ac518cdf964a520f2a520e3,St. James's Park,0.35,0.002310824015795948
296,4b0a344bf964a5206c2223e3,Euston,0.05,0.004480637918445009
297,4b37a9daf964a520dd4325e3,Morden,5.44,0.0021241558567709536
298,4cb2f97a75ebb60cb56cd8ad,Russell Square,0.31,0.0023904633408652837
299,4b5e0cfdf964a520037b29e3,Shepherd's Bush (H),0.36,0.0030020031308031605
300,4c37349d1e06d13ad373753e,Leicester Square,0.16,0.00401890418712755
301,4b7c184ef964a520967c2fe3,Stratford,0.09,0.0049025821112767655
302,4b053df3f964a5207e5722e3,Goodge Street,0.27,0.0022765728680997892
303,4c30b6183896e21eb8e8e590,Knightsbridge,0.82,0.002550462685137533
304,4b892b07f964a520922032e3,Knightsbridge,0.72,0.002550462685137533
305,4ac518cef964a520f6a520e3,Westminster,0.07,0.004057577534260783
306,4ad5d66bf964a520af0321e3,Highgate,1.63,0.0032359664913249645
307,4d91adf93dd4a093a5d47e18,Green Park,0.57,0.005851722375222022
308,4bcc0d523740b713be796365,Covent Garden,0.25,0.0022834299008437572
309,4c7e78cab53db1f73f15a011,Chancery Lane,0.13,0.002451867493613276
310,4c4aca025609c9b6c5f43090,Gloucester Road,0.92,0.0035303633018651907
311,4ad755b0f964a5209a0921e3,Liverpool Street,0.46,0.005293892388758487
312,4b3b34adf964a520757125e3,Mansion House,0.12,0.002821979892691935
313,4ac518f7f964a520c6af20e3,King's Cross St. Pancras,0.18,0.007914534186474005
314,4f7c19bbe4b0d751c11aa64b,Westminster,0.06,0.004057577534260783
315,4c357a5c09a99c7404730c2a,North Greenwich,0.12,0.0026092101894053463
316,4bbe1aa2eeca952133004df1,Tottenham Court Road,0.3,0.00406659975823078
317,4ae18e54f964a520468621e3,Tottenham Hale,0.95,0.003364258972475936
318,4b2b55b6f964a520cfb524e3,Farringdon,0.33,0.002520497414880388
319,4e733317b0fb38bb72c4e89f,King's Cross St. Pancras,0.3,0.007914534186474005
320,4b0e2948f964a520785523e3,Bounds Green,1.56,0.0033408732848202185
321,4b711e99f964a520503a2de3,Knightsbridge,0.23,0.002550462685137533
322,4cb16e10aef16dcb00aab954,West Brompton,0.53,0.0027862918054264623
323,4d848f8ed5fab60c4692e39b,Old Street,0.17,0.0025006072785233023
324,4e7cb97c8877980c24b91a66,Cyprus,2.2,0.0035772416086915578
325,4ad08393f964a52049d820e3,Canary Wharf,0.2,0.0049104531923263904
326,4b48c99ef964a520ee5626e3,Paddington,0.5,0.006177763377650492
327,4ae74c4bf964a52028aa21e3,Clapham South,1.71,0.0032415332779978496
328,4ac7a2caf964a520adb820e3,Temple,0.4,0.002569850180762926
329,4bfcdb9d4cf820a155a0ebf4,Canary Wharf,0.29,0.0049104531923263904
330,4bbb31e8935e952145dc2890,Camden Town,0.3,0.004925214751510527
331,4f48dfd2e4b024e50c970fcc,North Greenwich,3.07,0.0026092101894053463
332,4acdf4c0f964a520b0cd20e3,Liverpool Street,0.43,0.005293892388758487
333,4eb3bf25e30006eb115d3232,Oval,0.35,0.002652395773679111
334,4b86df5af964a52019a331e3,Heron Quays,0.07,0.002838017077141381
335,4bf1029b3a15d13a571c3f9f,Victoria,0.33,0.004479529637852607
336,4b668e3ef964a5201f242be3,Kentish Town,0.04,0.0028395412720247115
337,4d5f61db5b276dcb357807c6,St. James's Park,0.52,0.002310824015795948
338,4af94e34f964a520551122e3,King's Cross St. Pancras,0.34,0.007914534186474005
339,4acdb243f964a520b7cc20e3,Royal Albert,0.29,0.003323839861676981
340,4c6ce8d923c1a1cd4bdf1acf,Camden Town,0.01,0.004925214751510527
341,4ac518f3f964a5209eae20e3,Knightsbridge,0.3,0.002550462685137533
342,4e8d903d0aaf0656e44a39f8,Victoria,0.25,0.004479529637852607
343,4b530791f964a520fa8c27e3,Wimbledon,1.36,0.0021181065219330235
344,4ad0c1dbf964a5209cd920e3,Covent Garden,0.25,0.0022834299008437572
345,4c4561b78c1f20a1ffb43d99,Bow Road,0.09,0.002645266120616768
346,4c0e463fd64c0f4763de275d,Baker Street,0.12,0.007612947292341917
347,4ac518f9f964a5200fb020e3,Wood Green,1.5,0.0032528745461832464
348,4b7c1a5ef964a520137d2fe3,Waterloo,0.31,0.006082059994430767
349,4ad08b28f964a52064d820e3,Shepherd's Bush (C),0.36,0.002998439801123201
350,4d3aadd597e0a1cd4965703e,Manor House,0.55,0.002976727907414048
351,4b5d8f4af964a5207e6129e3,Kennington,0.42,0.003483652430752755
352,4b46932ef964a520c02426e3,Lewisham,2.08,0.0021246089977644254
