,Venue ID,Latitude,Longitude,Category,MainCategory,NearPlaceEntropy
72,4ac518cef964a52022a620e3,51.509516999999995,-0.098491,Bridge,Outdoors & Recreation,0.14901869917026245
73,4b93c146f964a520fe4f34e3,51.511001,-0.129449,Fast Food Restaurant,Food,0.042203279899100915
74,4c4d624bdb2c20a12730b972,51.543399,-0.0063159999999999996,Mall,Shop & Service,0.14496839567935732
75,4aef26ddf964a52019d621e3,51.515257,-0.141879,Road,Travel & Transport,0.06820545789669794
76,4adf8a61f964a520947b21e3,51.461147,-0.216744,Train Station,Travel & Transport,0.38270649402615475
77,4ac518d2f964a52026a720e3,51.50849,-0.16786199999999998,Park,Outdoors & Recreation,0.9222198635284841
78,4ad0de63f964a52093da20e3,51.507647,-0.022402000000000002,Movie Theater,Arts & Entertainment,0.1784180097466768
79,4d5ed23c149637047e12cf94,51.510525,-0.13116,Candy Store,Shop & Service,0.04714814593046293
80,4ac518cef964a52021a620e3,51.503467,-0.119648,Monument / Landmark,Professional & Other Places,0.13385073941182266
81,4ac518d0f964a52099a620e3,51.511751000000004,-0.131133,Neighborhood,Outdoors & Recreation,0.04980094028662155
82,4f78c861e4b0df5438042199,51.431771999999995,0.056662,Park,Outdoors & Recreation,0.7000763811286929
83,4acde81df964a52083cd20e3,51.460758,-0.187646,Pub,Nightlife Spot,0.6347961730343068
84,4cc5a6351e596dcb5666d967,51.431778,0.056633,Bus Line,Travel & Transport,0.7000763811286929
85,5036b369cc6417d4bcd9a160,51.491631,-0.193961,Subway,Travel & Transport,0.1919811244215917
86,4ac518d1f964a520e6a620e3,51.515285999999996,-0.141599,Road,Travel & Transport,0.06715086731050278
87,4ae5b238f964a52087a121e3,51.514351,-0.152693,Department Store,Shop & Service,0.0856419355434081
88,4f4ce981e4b0acb466e96fad,51.466919,0.008597,Women's Store,Shop & Service,0.5816304180005635
89,4af2066af964a52040e521e3,51.534085,-0.218904,Pub,Nightlife Spot,0.6823907603703502
90,4bcc08273740b7139c756365,51.531574,-0.126171,Train Station,Travel & Transport,0.10631656885895052
91,4ad0aa76f964a520f5d820e3,51.552873,-0.26041,Furniture / Home Store,Shop & Service,1.6057620877200913
92,4e175b25183880768f35a7e5,51.492596999999996,-0.148796,Bus Station,Travel & Transport,0.14156829896219147
93,4b4559bcf964a520190b26e3,51.542121,-0.147173,Clothing Store,Shop & Service,0.14156829896219147
94,4d95c92797d06ea8425ef20a,51.505528999999996,-0.116122,Farmers Market,Shop & Service,0.12331761190058996
95,4b1e6995f964a520b31924e3,51.514317,-0.134671,Cupcake Shop,Food,0.049235426201617166
96,4c52b7a4b6dabe9a24d2bb13,51.51227100000001,-0.123234,Neighborhood,Outdoors & Recreation,0.04605733118336203
97,4f22df5ee4b0020c2d201e70,51.482813,-0.009613,History Museum,Arts & Entertainment,0.2540546871175446
98,4ac518edf964a520b5ac20e3,51.48167700000001,-0.009184000000000001,Market,Shop & Service,0.24541972414850838
99,4b233922f964a520785424e3,51.527489,-0.153712,Park,Outdoors & Recreation,0.7598545612656591
100,4ac518d1f964a520d9a620e3,51.50436,-0.077696,Park,Outdoors & Recreation,0.1372933460007258
101,4bd195aa9854d13a9abff94d,51.513163,-0.158907,Monument / Landmark,Professional & Other Places,0.11724130897520153
102,4ac518cef964a520f8a520e3,51.505764,-0.075252,Bridge,Outdoors & Recreation,0.15911004984605234
103,4ac518cff964a52063a620e3,51.511066,-0.117191,History Museum,Arts & Entertainment,0.07615993422174898
104,4adb5c6ff964a5206b2621e3,51.508235,-0.116472,Bridge,Outdoors & Recreation,0.10747754097025633
105,4ac51183f964a52049a020e3,51.491043,-0.127888,Art Museum,Arts & Entertainment,0.25661240767794796
106,4ac518e7f964a52070ab20e3,51.510452,-0.1294,Movie Theater,Arts & Entertainment,0.03911539177675203
107,4ac518f8f964a520d3af20e3,51.40978,-0.305085,Neighborhood,Outdoors & Recreation,0.1900513882045905
108,4bda945c63c5c9b6336a2468,51.576669,-0.22416799999999998,Mall,Shop & Service,0.6347961730343068
109,4b65812df964a520adf22ae3,51.483681,-0.009248000000000001,Pier,Travel & Transport,0.2595616616485962
110,4ac518d0f964a52095a620e3,51.513083,-0.138777,Road,Travel & Transport,0.05747719664003752
111,4beaa62ab3352d7f656155d2,51.50324000000001,-0.12753399999999998,Government Building,Professional & Other Places,0.16277403205118957
112,4c8b873c1797236a4e9e6b88,51.40957,-0.306271,Flea Market,Shop & Service,0.2001454651025631
113,4ac518eff964a52064ad20e3,51.505564,-0.090884,Farmers Market,Shop & Service,0.11949411611299698
114,4ba6419bf964a520b23f39e3,51.511961,-0.122775,Market,Shop & Service,0.04820068519755681
115,4ac518cff964a5206ba620e3,51.515285999999996,-0.132209,Park,Outdoors & Recreation,0.05441164178725526
116,4b564cf5f964a5200e0a28e3,51.511564,-0.196941,Neighborhood,Outdoors & Recreation,0.1673695186995274
117,4ac518cdf964a520e8a520e3,51.496524,-0.176505,History Museum,Arts & Entertainment,0.13232509810832446
118,4be94236c5220f47a995aaca,51.497964,-0.049717000000000004,Train Station,Travel & Transport,0.5179473600294776
119,4acd9febf964a52069cc20e3,51.513583000000004,-0.134989,Coffee Shop,Food,0.05103552772683423
120,4ae2d9f8f964a5208d8f21e3,51.49681500000001,-0.171468,Art Museum,Arts & Entertainment,0.13232509810832446
121,4b5ed5d4f964a520619a29e3,51.54484,-0.008798,Train Station,Travel & Transport,0.15496464980697205
122,4abe4502f964a520558c20e3,51.501303,-0.142103,Castle,Outdoors & Recreation,0.23812919425238777
123,4b0fce4ff964a520196523e3,51.505444,-0.21771,Train Station,Travel & Transport,0.13993190170738262
124,4f5a1acb4fc67cbd9f63de83,51.58289600000001,-0.336289,Home (private),Residence,0.3570473684896525
125,4ac518f4f964a520e9ae20e3,51.50169,-0.191038,Grocery Store,Shop & Service,0.19012608248854004
126,4c513de4250dd13a41a4e17c,51.504629,-0.020299,Neighborhood,Outdoors & Recreation,0.14793973299511656
127,4ad0b8e9f964a5205fd920e3,51.494113,-0.17371099999999998,Subway,Travel & Transport,0.14381558836374797
128,4e6f102e52b1706317aa31eb,51.54408,-0.007659999999999998,Electronics Store,Shop & Service,0.14916547484126916
129,4b7979bff964a5205ffb2ee3,51.51546,-0.14136300000000002,Clothing Store,Shop & Service,0.06776693569851903
130,4ac518ebf964a52049ac20e3,51.541614,-0.145928,Market,Shop & Service,0.1332875323800683
131,4b1a97b7f964a520ffec23e3,51.418141,-0.178034,Train Station,Travel & Transport,0.8323133470628467
132,4bd43a47caff9521d654d6f0,51.414893,-0.181532,Grocery Store,Shop & Service,0.7387007493637544
133,4ac518d3f964a52067a720e3,51.508635999999996,-0.13926,Art Museum,Arts & Entertainment,0.05586013650671896
134,4b2f71d7f964a52070eb24e3,51.503974,-0.109241,Train Station,Travel & Transport,0.11528963868283787
135,4ad26ce6f964a52091e120e3,51.511284,-0.13203900000000002,Pub,Nightlife Spot,0.05122941846525512
136,4ac518ebf964a52047ac20e3,51.521570000000004,-0.071837,Flea Market,Shop & Service,0.131541346303662
137,4ac518c6f964a5200ea520e3,51.500929,-0.191691,Garden,Outdoors & Recreation,0.18505071927352232
138,4b51cc2df964a520f05527e3,51.462309999999995,-0.111773,Food Court,Food,0.2649158683274018
139,4ddec0ffe4cd19127387bc47,51.463384999999995,-0.170102,Train,Travel & Transport,0.2526691638996232
140,4c3c60a6933b0f47fdece321,51.516995,-0.177841,Train,Travel & Transport,0.11724130897520153
141,4ac518d0f964a52098a620e3,51.504556,-0.134811,Plaza,Outdoors & Recreation,0.1529781215159921
142,4f339ef1e4b0547a0dfc44af,51.51515300000001,-0.174902,College Residence Hall,College & University,0.11578950821426363
143,4f3cf096e4b0b928ae4594f0,51.504779,-0.15898900000000002,Park,Outdoors & Recreation,0.20363771252598367
144,4be3f1c42fc7d13a2a9e083a,51.512268,-0.139732,Road,Travel & Transport,0.05887935747360145
145,4acf7f88f964a5201ed420e3,51.547065,-0.180346,Subway,Travel & Transport,0.3917159958085084
146,4b3cd97bf964a520358825e3,51.544874,-0.22173299999999999,Gym,Outdoors & Recreation,0.9572595157174699
147,4e18a3ca6284ea7246faaec3,51.46761,-0.158348,Home (private),Residence,0.8091805104476117
148,4ac518e9f964a520d4ab20e3,51.554968,-0.108426,Soccer Stadium,Arts & Entertainment,0.4212945420799191
149,4ac518f8f964a52000b020e3,51.349981,-0.314269,Theme Park,Arts & Entertainment,0.6823907603703502
150,4acaf933f964a52031c320e3,51.515833,-0.204985,Flea Market,Shop & Service,0.22992733922989392
151,4b5b6769f964a52058fb28e3,51.521295,-0.07177599999999999,Neighborhood,Outdoors & Recreation,0.1301756455546106
152,4ad03d4df964a520c1d720e3,51.470108,-0.46056099999999994,Airport Lounge,Travel & Transport,0.19551313527519035
153,4ad25c1bf964a52025e120e3,51.512256,-0.132927,Gay Bar,Nightlife Spot,0.04753626110539868
154,4b17ee62f964a520d5c923e3,51.497867,0.061547000000000004,Boat or Ferry,Travel & Transport,1.7328679513998633
155,4ad8ba95f964a520161421e3,51.509997999999996,-0.134025,Subway,Travel & Transport,0.05142873763542724
156,4be72e504485d13a11e893ee,51.431627,0.056786,Chinese Restaurant,Food,0.7000763811286929
157,4c6a4cc2c946e21ef761ec8e,51.431731,0.056655999999999984,Dentist's Office,Professional & Other Places,0.7000763811286929
158,4b4188b9f964a5205fc725e3,51.449540999999996,-0.357699,Train Station,Travel & Transport,0.8600430986177866
159,4c1030cb3708d13ad810615b,51.496187,0.062313,Subway,Travel & Transport,1.6057620877200913
160,4cf15b28899c6ea8bc16f0c1,51.477522,-0.40584899999999996,Home (private),Residence,0.8323133470628467
161,4c08f35cffb8c9b6fafc6861,51.508115000000004,-0.10956300000000001,Neighborhood,Outdoors & Recreation,0.1673695186995274
162,4ac518eef964a52003ad20e3,51.509437,-0.13557,Bookstore,Shop & Service,0.05875568734833214
163,4acda8b1f964a5208ecc20e3,51.524045,-0.109536,Office,Professional & Other Places,0.14408556667079525
164,4ae5f7b7f964a5209ba321e3,51.546088,-0.103903,Train Station,Travel & Transport,0.31719836345211416
165,4b6afe60f964a5204deb2be3,51.509532,-0.135511,Coffee Shop,Food,0.05785819198565667
166,4acf1c94f964a52071d220e3,51.465451,-0.013819,Train Station,Travel & Transport,0.58519998275366
167,4b54b78bf964a520a8c827e3,51.506739,-0.142763,Subway,Travel & Transport,0.09031567854989639
168,4d188962bb488cfaa46fb5d4,51.546615,-0.006351,Housing Development,Residence,0.16350288976250432
169,4c4b00809c8d2d7f95b5586a,51.550338,-0.015278,Track Stadium,Arts & Entertainment,0.8899213376865164
170,4acf786af964a520e6d320e3,51.530212,-0.12385399999999999,Subway,Travel & Transport,0.09639338869886044
171,4bfd71712b83b713bbb7a998,51.508555,-0.12501199999999998,Subway,Travel & Transport,0.057100012912466525
172,4b581777f964a520af4a28e3,51.498899,-0.191467,Hotel,Travel & Transport,0.17312830833223822
173,4acda5bbf964a5207ecc20e3,51.523885,-0.076261,Lounge,Nightlife Spot,0.09279134784648044
174,4e1769e9d1648b834828525b,51.50091,0.070325,Other Great Outdoors,Outdoors & Recreation,1.2531140530851854
175,4ba3c322f964a5208a5c38e3,51.376138,-0.092114,Platform,Travel & Transport,0.31817996511632146
176,4ba95c9ef964a520fc213ae3,51.376174,-0.092783,Platform,Travel & Transport,0.3124344083825452
177,4bed50c59868a593902c5d46,51.52039600000001,-0.101588,Office,Professional & Other Places,0.105297135157394
178,4bdd469b645e0f47b6366b19,51.584823,-0.362501,Train Station,Travel & Transport,2.3025850929940455
179,4ace2fb1f964a520ecce20e3,51.50092100000001,-0.16273800000000002,Office,Professional & Other Places,0.11798202047634669
180,4ebb9c1b6da16868249fb105,51.501959,-0.161722,Office,Professional & Other Places,0.12346381484268588
181,4d3c8b1fd625224b551392fa,51.552409000000004,-0.296209,Building,Professional & Other Places,0.6656668362975955
182,4c6a984d8e7c0f47d388e20f,51.501853000000004,-0.140756,Monument / Landmark,Professional & Other Places,0.25462416812940325
183,4d0b8ee6691f5941bf80b172,51.523007,-0.200322,Performing Arts Venue,Arts & Entertainment,0.4851804567157558
184,4ac518cdf964a520e6a520e3,51.508722,-0.128328,Art Museum,Arts & Entertainment,0.05271018466720204
185,4bd2fa6641b9ef3becf7fee5,51.519666,-0.075424,Flea Market,Shop & Service,0.0887900842946063
186,4c9c6a059c48236a1cb14dee,51.509898,-0.134963,Plaza,Outdoors & Recreation,0.05446147925016143
187,4b2e246ef964a520f9dc24e3,51.539449,-0.16089,Park,Outdoors & Recreation,0.8600430986177866
188,4efe28af29c201c6fbc3563d,51.507921,0.018067,General Travel,Travel & Transport,0.8899213376865164
189,4b0e5269f964a520cd5623e3,51.402526,-0.342625,Train Station,Travel & Transport,0.7387007493637544
190,4f456ae6e4b09e5f756d5dc1,51.362589,-0.19288,Home (private),Residence,0.43994708435019503
191,4db2bf7a4b226b343d687a9d,51.499207,-0.088006,Home (private),Residence,0.260692156560991
192,4b699875f964a520efa82be3,51.461828000000004,0.027530000000000002,Train Station,Travel & Transport,1.8850409497251848
193,4ac518cff964a52065a620e3,51.434508,-0.21461999999999998,Tennis,Event,1.037164860181224
194,4b5dee57f964a520767429e3,51.496093,-0.143981,Subway,Travel & Transport,0.09887440227048916
195,4bed05629868a5937cdb5c46,51.492470000000004,-0.223358,Bus Station,Travel & Transport,0.19551313527519035
196,4ac518edf964a520c1ac20e3,51.514337,-0.126985,Coffee Shop,Food,0.05079303109427124
197,4b47592ff964a5207a2f26e3,51.517229,-0.13033499999999998,Gym,Outdoors & Recreation,0.062011814102711296
198,4acefee0f964a5203ad220e3,51.524844,-0.081478,Bar,Nightlife Spot,0.07737685928659663
199,4d8a3c2a5ecdf04dcaa9ba8a,51.541242,-0.11167,Home (private),Residence,0.8600430986177866
200,4cb578923ac93704136acc0a,51.548525,-0.013938999999999998,Basketball Stadium,Arts & Entertainment,0.8065002106058106
201,4ac518cef964a5201da620e3,51.537366999999996,-0.038109,Park,Outdoors & Recreation,0.7598545612656591
202,4d9598d4c19fb60c528e6965,51.522553,-0.102497,Cafe,Food,0.1153093532806714
203,4b27a391f964a5200a8824e3,51.539636,-0.013175,Stadium,Arts & Entertainment,0.5585524136781528
204,4ae187d8f964a5203b8621e3,51.41152,-0.30454899999999996,Mall,Shop & Service,0.1919811244215917
205,4b6be58ef964a520d41b2ce3,51.517236,-0.130634,Hotel,Travel & Transport,0.061424859217603836
206,4acd7f02f964a52034cc20e3,51.520342,-0.07273099999999999,Coffee Shop,Food,0.10482283496719844
207,4bd0432a9854d13a6855f74d,51.524042,-0.096962,Cafe,Food,0.16275260253662352
208,4ae9970cf964a5203bb521e3,51.501083,-0.124819,Subway,Travel & Transport,0.17206010459702992
209,4bd431c3caff95215d4bd6f0,51.580422999999996,-0.076475,Hardware Store,Shop & Service,0.8899213376865164
210,4ac518b9f964a520b0a120e3,51.50383400000001,-0.148895,American Restaurant,Food,0.18407061499389366
211,4b70510cf964a52028122de3,51.507861,-0.07862100000000001,Scenic Lookout,Event,0.11543258197334992
212,4ace3173f964a520f9ce20e3,51.515201,-0.141811,Subway,Travel & Transport,0.06739584674541392
213,4b96b2bbf964a520c2de34e3,51.503614,-0.144024,Park,Outdoors & Recreation,0.1605457320154601
214,4b34b457f964a520532825e3,51.538408000000004,-0.016479,Stadium,Arts & Entertainment,0.8323133470628467
215,4ac518d1f964a520c3a620e3,51.510378,-0.130119,Plaza,Outdoors & Recreation,0.04252932639752886
216,4d29b8efb818a35de44ca18a,51.55811,-0.282823,Performing Arts Venue,Arts & Entertainment,0.4914987583748957
217,4ac518f0f964a520afad20e3,51.515359000000004,-0.14185699999999998,Sporting Goods Shop,Shop & Service,0.06871414994446824
218,4ad42a96f964a5205ce720e3,51.463271999999996,-0.301802,Train Station,Travel & Transport,0.35297445875780753
219,4ace3a62f964a52039cf20e3,51.514752,-0.12471199999999999,Performing Arts Venue,Arts & Entertainment,0.05238836098061642
220,4ac518c9f964a52094a520e3,51.519552000000004,-0.102396,Nightclub,Nightlife Spot,0.09503165585416001
221,4b03382df964a520a74d22e3,51.555822,-0.279508,Stadium,Arts & Entertainment,0.6347961730343068
222,4ac518cdf964a520eea520e3,51.49947,-0.128558,Church,Professional & Other Places,0.1421229893490462
223,4b8bbb69f964a520cba832e3,51.53375,-0.06772,Park,Outdoors & Recreation,0.4678538243541399
224,4b86e8e6f964a52061a531e3,51.464067,-0.170486,Platform,Travel & Transport,0.28095412224264527
225,4be42b362468c928005dfe42,51.500628000000006,-0.12683599999999998,Plaza,Outdoors & Recreation,0.16426069794415363
226,4ac518d0f964a52097a620e3,51.500809000000004,-0.121794,Bridge,Outdoors & Recreation,0.1845061983311541
227,4b6c36eaf964a520d7292ce3,51.513797,0.008406,Light Rail,Travel & Transport,1.2595698303859768
228,4cbca95a0180721e9eb8a561,51.470917,-0.354905,Bus Station,Travel & Transport,0.5087882743725235
229,4d338eb82e56236a6c4527b4,51.415937,-0.054288,Other Great Outdoors,Outdoors & Recreation,1.037164860181224
230,4b3f5889f964a520c2a525e3,51.510202,-0.139845,Clothing Store,Shop & Service,0.060456768042747126
231,4bd2b82c41b9ef3b7ba0fee5,51.481269,-0.021812,College Residence Hall,College & University,0.7824046010856291
232,4bfcc7bfbf6576b0fc5dacb8,51.376127000000004,-0.09320099999999999,Platform,Travel & Transport,0.30422825528575514
233,4bb8fad5cf2fc9b6a819a002,51.500595000000004,-0.144539,Garden,Outdoors & Recreation,0.17933389892995058
234,4ad0db2cf964a52077da20e3,51.484349,0.017853,Train Station,Travel & Transport,1.8850409497251848
235,4ac518b4f964a52072a020e3,51.505323,-0.150719,Hotel,Travel & Transport,0.1714395769885355
236,4bd6aa327b1876b04cd78c86,51.489065999999994,-0.19753900000000002,Event Space,Event,0.21768898521394647
237,4f894efde4b076717aa7d84a,51.415193,-0.064328,Home (private),Residence,1.3241890959783105
238,4b5437bcf964a520ccb427e3,51.513059999999996,-0.134487,Coffee Shop,Food,0.050765857905363566
239,4d63c1bc79deb1f707e01d11,51.511666999999996,-0.122749,Ice Cream Shop,Food,0.0547798788659705
240,4acde780f964a5207dcd20e3,51.528523,-0.090513,Restaurant,Food,0.17573008043819777
241,4ac518d3f964a5204da720e3,51.519692,-0.093727,Performing Arts Venue,Arts & Entertainment,0.12346381484268588
242,4c00e785ad15a59377958e73,51.403622999999996,-0.342422,Bridge,Outdoors & Recreation,0.7000763811286929
243,4e10c02045dde6c62dcd8b19,51.507193,-0.12754400000000002,City,Outdoors & Recreation,0.0712232965612358
244,4ba878e5f964a52057dc39e3,51.375718,-0.092611,Platform,Travel & Transport,0.31817996511632146
245,4ac518f7f964a520a3af20e3,51.508088,0.026307,Convention Center,Professional & Other Places,0.43297658057629174
246,4b1ab25af964a5209eef23e3,51.532035,-0.177348,Scenic Lookout,Event,0.5477533293342352
247,4ace2fe8f964a520f0ce20e3,51.392445,-0.303948,Train Station,Travel & Transport,0.6498254817749486
248,4ccf12e1ee23a143d2e52fa8,51.532295,0.0036479999999999998,Light Rail,Travel & Transport,1.190073039348287
249,4e2ecd5f7d8bf59d290fdd55,51.481526,0.057633000000000004,Arts & Entertainment,Arts & Entertainment,2.6859453246697873
250,4af9a82df964a520fd1222e3,51.504702,-0.086828,Building,Professional & Other Places,0.11198929466790075
251,4ad6d3d4f964a5204b0821e3,51.510979,-0.12091400000000001,Hotel,Travel & Transport,0.05659257341254938
252,4d2c4313f7a9224be36d16a0,51.481597,-0.021113999999999997,College Academic Building,College & University,0.7598545612656591
253,4b97b8e0f964a520c81135e3,51.488023999999996,-0.230584,Bridge,Outdoors & Recreation,0.6823907603703502
254,4afd437bf964a520312722e3,51.499383,-0.314103,Subway,Travel & Transport,0.9222198635284841
255,4ad9cc01f964a520ef1a21e3,51.535055,-0.10371,Breakfast Spot,Food,0.13232509810832446
256,4add5a40f964a520e76421e3,51.541384,-0.003047,Subway,Travel & Transport,0.13993190170738262
