,j_coef,tp,tv
158,3.814511019692535,Park,Tennis Court
159,1.017660471177719,Park,Nightclub
160,2.3144700912330314,Park,Science Museum
161,0.6668800464672168,Park,College Residence Hall
162,0.9999055152968158,Park,Sandwich Place
163,1.435338320958144,Park,Sporting Goods Shop
164,2.313748461965624,Park,Castle
165,1.6887160627112079,Park,Light Rail
166,1.1542308804111303,Park,Mexican Restaurant
167,1.228286960489982,Park,Movie Theater
168,1.5364232116762526,Park,Theme Park
169,2.7252675103999398,Park,Pool
170,1.0719326352616658,Park,Cupcake Shop
171,0.4216242942976609,Home (private),Neighborhood
172,1.0583548110248095,Home (private),General Entertainment
173,0.6417188702326082,Home (private),Building
174,0.8583814321908576,Home (private),Platform
175,0.7819609027644927,Home (private),Bridge
176,0.5919040198834074,Home (private),Road
177,0.4498810571390402,Home (private),Residential Building (Apartment / Condo)
178,0.4639042874665864,Home (private),Mall
179,0.4934827665712398,Home (private),Cafe
180,0.6547149149868933,Home (private),Market
181,0.6164722182190191,Home (private),Gay Bar
182,0.7219869044368527,Home (private),Clothing Store
183,0.9734354851715992,Home (private),Performing Arts Venue
184,0.6894938863347023,Home (private),Flea Market
185,0.7228209107072562,Home (private),Art Museum
186,0.5742055279256804,Home (private),Bus Line
187,0.8675552094386744,Home (private),Music Venue
188,0.6435679106815645,Home (private),Bus Station
189,1.2562265722664785,Home (private),Racetrack
190,0.6491257478197984,Home (private),Art Gallery
191,0.767996457358295,Home (private),Train
192,1.615637989247371,Home (private),Athletic & Sport
193,0.5759323912046261,Home (private),Electronics Store
194,0.6115092003530604,Home (private),Fast Food Restaurant
195,0.7117199812605908,Home (private),General Travel
196,0.5349277606595049,Home (private),Other Great Outdoors
197,0.5475641687468447,Home (private),Italian Restaurant
198,0.3173749823619583,Home (private),Airport Terminal
199,0.6273622656647648,Home (private),Garden
200,2.025378102228573,Home (private),Tennis Court
201,0.54295279492326,Home (private),Nightclub
202,1.248457871763576,Home (private),Science Museum
203,0.3599356880747621,Home (private),College Residence Hall
204,0.5313502705248193,Home (private),Sandwich Place
205,0.7622084429761795,Home (private),Sporting Goods Shop
206,1.2243132241106298,Home (private),Castle
207,0.9656911394655412,Home (private),Light Rail
208,0.6120469257419323,Home (private),Mexican Restaurant
209,0.6512272285276896,Home (private),Movie Theater
210,0.8157976206862093,Home (private),Theme Park
211,1.4218671685114166,Home (private),Pool
212,0.567616260844683,Home (private),Cupcake Shop
213,0.4388720573657565,Hotel,Neighborhood
214,1.1165649911245077,Hotel,General Entertainment
215,0.6497649849343851,Hotel,Building
216,0.9339050017942122,Hotel,Platform
217,0.8159407812753025,Hotel,Bridge
218,0.5893554966730611,Hotel,Road
219,0.4754493470367085,Hotel,Residential Building (Apartment / Condo)
220,0.4870549813240921,Hotel,Mall
221,0.5158451910266142,Hotel,Cafe
222,0.677298107695709,Hotel,Market
223,0.6490569482674027,Hotel,Gay Bar
224,0.7600757911233882,Hotel,Clothing Store
225,1.038665051137937,Hotel,Performing Arts Venue
226,0.7067223800166729,Hotel,Flea Market
227,0.7714207981631013,Hotel,Art Museum
228,0.5945364708273908,Hotel,Bus Line
229,0.9131690757481244,Hotel,Music Venue
230,0.6685657847879273,Hotel,Bus Station
231,1.3059087586119087,Hotel,Racetrack
232,0.686781077170476,Hotel,Art Gallery
233,0.8359656006435797,Hotel,Train
234,1.637229949186078,Hotel,Athletic & Sport
235,0.6158908389702673,Hotel,Electronics Store
236,0.6428783785425849,Hotel,Fast Food Restaurant
237,0.7410713697392994,Hotel,General Travel
238,0.5299525694603247,Hotel,Other Great Outdoors
239,0.5833034266759369,Hotel,Italian Restaurant
240,0.3322818716596777,Hotel,Airport Terminal
241,0.6639321072156448,Hotel,Garden
242,2.1014319274459927,Hotel,Tennis Court
243,0.572355353833495,Hotel,Nightclub
244,1.3625074002856423,Hotel,Science Museum
245,0.3805331423883457,Hotel,College Residence Hall
246,0.5694977427252218,Hotel,Sandwich Place
247,0.7986188937472164,Hotel,Sporting Goods Shop
248,1.3212437603344132,Hotel,Castle
249,0.9281638759728038,Hotel,Light Rail
250,0.6457887393540319,Hotel,Mexican Restaurant
251,0.6842119224688756,Hotel,Movie Theater
252,0.8788157639495697,Hotel,Theme Park
253,1.4827890859151052,Hotel,Pool
254,0.6147661840993575,Hotel,Cupcake Shop
255,1.3613668048441758,Event Space,Neighborhood
256,3.6442158426701696,Event Space,General Entertainment
257,2.0641399641419897,Event Space,Building
258,2.81242319820513,Event Space,Platform
259,2.5625042068238644,Event Space,Bridge
260,1.8319602516393616,Event Space,Road
261,1.455181289410442,Event Space,Residential Building (Apartment / Condo)
262,1.5178907652780058,Event Space,Mall
263,1.6024512799669774,Event Space,Cafe
264,2.138608329238993,Event Space,Market
265,2.023553502482463,Event Space,Gay Bar
266,2.3755659876079696,Event Space,Clothing Store
267,3.3840459579268973,Event Space,Performing Arts Venue
268,2.2031931171558807,Event Space,Flea Market
269,2.394157547314527,Event Space,Art Museum
270,1.8497916273249624,Event Space,Bus Line
271,2.973038999639704,Event Space,Music Venue
272,2.0692474275666495,Event Space,Bus Station
273,4.438725583341208,Event Space,Racetrack
274,2.1618185951263835,Event Space,Art Gallery
275,2.5227142506582854,Event Space,Train
276,5.189497843705915,Event Space,Athletic & Sport
277,1.9294979265319467,Event Space,Electronics Store
278,2.007156561218949,Event Space,Fast Food Restaurant
279,2.2902309967159047,Event Space,General Travel
280,1.662357725323368,Event Space,Other Great Outdoors
281,1.8064822398482197,Event Space,Italian Restaurant
282,1.0503480090816528,Event Space,Airport Terminal
283,2.031173866731183,Event Space,Garden
284,6.991232028063401,Event Space,Tennis Court
285,1.7746908783496875,Event Space,Nightclub
286,4.1171483357248775,Event Space,Science Museum
287,1.1630966732210468,Event Space,College Residence Hall
288,1.7698749498363338,Event Space,Sandwich Place
289,2.5498254669093883,Event Space,Sporting Goods Shop
290,4.077967944101757,Event Space,Castle
291,2.9305129684537987,Event Space,Light Rail
292,2.0247650548914,Event Space,Mexican Restaurant
293,2.198218674424305,Event Space,Movie Theater
294,2.685432744716352,Event Space,Theme Park
295,4.8271721590680485,Event Space,Pool
296,1.870615784397886,Event Space,Cupcake Shop
297,0.23245756202222284,Office,Neighborhood
298,0.25285660552119604,Office,Pub
299,2.168679231064718,Office,Stadium
300,0.5988330736900248,Office,General Entertainment
301,0.3525007458163886,Office,Building
302,0.487778942928534,Office,Platform
303,0.4399182527547402,Office,Bridge
304,0.3128931765826269,Office,Road
305,0.2449371486423597,Office,Residential Building (Apartment / Condo)
306,0.2644331129395877,Office,Mall
307,0.27739205563552444,Office,Cafe
308,0.3755831520892091,Office,Market
309,0.35878045124519164,Office,Gay Bar
310,0.4072674934818841,Office,Clothing Store
311,0.5668446926668386,Office,Performing Arts Venue
312,0.37893247841406896,Office,Flea Market
313,0.4252861930464147,Office,Art Museum
314,0.3165432710421035,Office,Bus Line
315,0.4865530104768038,Office,Music Venue
316,0.3530145673764357,Office,Bus Station
317,0.7007434110511503,Office,Racetrack
318,0.3780792026922163,Office,Art Gallery
319,0.4340811247753425,Office,Train
320,0.8494460413086444,Office,Athletic & Sport
321,0.3232027643392562,Office,Electronics Store
322,0.3404786779155143,Office,Fast Food Restaurant
323,0.38671498542553795,Office,General Travel
324,0.2788002786184129,Office,Other Great Outdoors
325,0.3127167346303458,Office,Italian Restaurant
326,0.1760060087965705,Office,Airport Terminal
327,0.3456825258182898,Office,Garden
328,1.1049473478426006,Office,Tennis Court
329,0.3120134912334052,Office,Nightclub
330,0.6830482945200783,Office,Science Museum
331,0.20274611423570327,Office,College Residence Hall
332,0.3134270676077902,Office,Sandwich Place
333,0.4292706245234339,Office,Sporting Goods Shop
334,0.7395955215061429,Office,Castle
335,0.4904095244047166,Office,Light Rail
336,0.3494633678433334,Office,Mexican Restaurant
337,0.37808712285415147,Office,Movie Theater
338,0.4623732454057804,Office,Theme Park
339,0.7795235742937231,Office,Pool
340,0.32250837607110805,Office,Cupcake Shop
341,1.3188109308873384,Neighborhood,Pub
342,11.535729629694721,Neighborhood,Stadium
343,3.133926608124332,Neighborhood,General Entertainment
344,1.6316323907074302,Neighborhood,Coffee Shop
345,1.8213952803045623,Neighborhood,Building
346,2.5422503515152393,Neighborhood,Platform
347,1.732435994362777,Neighborhood,Plaza
348,1.330919170041439,Neighborhood,Gym
349,2.265306524783344,Neighborhood,Bridge
350,1.3449569775151418,Neighborhood,Grocery Store
351,1.6544455277672547,Neighborhood,Road
352,1.2943561753031547,Neighborhood,Residential Building (Apartment / Condo)
353,1.3783529854864809,Neighborhood,Mall
354,2.9482266956435006,Neighborhood,Monument / Landmark
355,1.4486717147990076,Neighborhood,Cafe
356,1.9347470240308635,Neighborhood,Market
357,1.828693308154585,Neighborhood,Gay Bar
358,2.148586866853593,Neighborhood,Clothing Store
359,2.9029247701773384,Neighborhood,Performing Arts Venue
360,2.0122958054080193,Neighborhood,Flea Market
361,1.6706565097429575,Neighborhood,History Museum
362,2.0402477060024102,Neighborhood,Scenic Lookout
363,2.1458518567210727,Neighborhood,Art Museum
364,1.5644362140844386,Neighborhood,Bar
365,2.08474769962616,Neighborhood,Department Store
366,1.6684211693487483,Neighborhood,Bus Line
367,2.5742174597242986,Neighborhood,Music Venue
368,1.8740253816153627,Neighborhood,Bus Station
369,3.778175292028029,Neighborhood,Racetrack
370,1.9304739388350296,Neighborhood,Art Gallery
371,2.8912496004641017,Neighborhood,Train
372,4.5723251915500125,Neighborhood,Athletic & Sport
373,1.714962859020608,Neighborhood,Electronics Store
374,1.7956366966390809,Neighborhood,Fast Food Restaurant
375,2.071157947786644,Neighborhood,General Travel
376,2.0630482569598816,Neighborhood,Soccer Stadium
377,1.4932889006226178,Neighborhood,Other Great Outdoors
378,2.046467825830488,Neighborhood,Theater
379,1.6246540007234638,Neighborhood,Italian Restaurant
380,0.9474377057026848,Neighborhood,Airport Terminal
381,1.1883595004484162,Neighborhood,Church
382,1.8221920727772505,Neighborhood,Garden
383,6.010702403264188,Neighborhood,Tennis Court
384,1.6130797459239656,Neighborhood,Nightclub
385,3.661355327903415,Neighborhood,Science Museum
386,1.0470631775000554,Neighborhood,College Residence Hall
387,1.5811760476704235,Neighborhood,Sandwich Place
388,2.26337608775543,Neighborhood,Sporting Goods Shop
389,3.6222133316482634,Neighborhood,Castle
390,2.6304941446792376,Neighborhood,Light Rail
391,2.46367417080482,Neighborhood,Ramen /  Noodle House
392,1.835895564385316,Neighborhood,Mexican Restaurant
393,1.9494551629555517,Neighborhood,Movie Theater
394,2.431889253461914,Neighborhood,Theme Park
395,1.6155236844086192,Neighborhood,Farmers Market
396,4.246355692329973,Neighborhood,Pool
397,1.1709325437821079,Neighborhood,University
398,1.6895736837846416,Neighborhood,Cupcake Shop
399,0.5128217047856394,Pub,General Entertainment
400,0.29662144631508786,Pub,Building
401,0.4182808394420947,Pub,Platform
402,0.3818280688423573,Pub,Bridge
403,0.2761881214803604,Pub,Road
404,0.21270925552486375,Pub,Residential Building (Apartment / Condo)
405,0.2272293263832185,Pub,Mall
