Venue ID,Latitude,Longitude,Category,MainCategory
4ae1eb62f964a520be8821e3,51.485667,-0.12459300000000001,Bus Station,Travel & Transport
4bdcad62ccf52d7f22d9786d,51.427338,-0.33050300000000005,Bar,Nightlife Spot
4ae0acf4f964a5208c8121e3,51.587781,-0.020657,Pub,Nightlife Spot
4adb1972f964a5205f2421e3,51.558523,-0.143561,Pub,Nightlife Spot
4acdc130f964a520eacc20e3,51.509624,-0.122188,Coworking Space,Professional & Other Places
4b926847f964a5205af733e3,51.502732,0.004334,Movie Theater,Arts & Entertainment
4badfc5af964a5202e783be3,51.516835,-0.40416599999999997,Coffee Shop,Food
4b565077f964a520c50a28e3,51.499846999999995,-0.160281,Hotel,Travel & Transport
4b409606f964a52025b925e3,51.536139,-0.10316800000000001,Park,Outdoors & Recreation
4d037eaf8620224bf033a340,51.504172,-0.219181,Electronics Store,Shop & Service
4ada053af964a5205d1d21e3,51.568160999999996,0.008154,Train Station,Travel & Transport
4c38504693db0f477d5a2192,51.411279,-0.306029,Department Store,Shop & Service
4f36eafbe4b0d3ab50f5e4b1,51.536276,-0.10351800000000001,Bar,Nightlife Spot
4cbebbee97bc721eff208167,51.513475,-0.125748,Steakhouse,Food
4cc9de9046b43704926e4be1,51.587407,-0.016343,Hot Spring,Outdoors & Recreation
4ac518baf964a520dea120e3,51.556636,-0.17741600000000002,Pub,Nightlife Spot
4ba9c046f964a520be363ae3,51.503065,-0.08596799999999999,Gym Pool,Event
4b67d2b0f964a520975e2be3,51.431475,-0.103228,Train Station,Travel & Transport
4eba66ece300cf4cac3c7616,51.506721999999996,-0.09020700000000001,Office,Professional & Other Places
4e361bcc45dd1c42bf266b99,51.509189,-0.091257,Road,Travel & Transport
4ac518d1f964a520e0a620e3,51.508182,-0.087547,Bridge,Outdoors & Recreation
4ac518cff964a52053a620e3,51.506890999999996,-0.090393,Harbor / Marina,Outdoors & Recreation
4d62081b9f67f04d990e8bfb,51.509236,-0.09102400000000001,Train Station,Travel & Transport
4d528bf43062a1cd1e5072a3,51.511413,-0.090423,Train Station,Travel & Transport
4ac518c1f964a520cba320e3,51.492587,-0.166989,Malaysian Restaurant,Food
4dee669a18385379de5b506d,51.495301,-0.014846000000000003,Soccer Field,Outdoors & Recreation
4b5834a1f964a520ff4d28e3,51.411981,-0.305677,College Residence Hall,College & University
4c6e6db4f338236acf500a1b,51.617434,-0.176804,Japanese Restaurant,Food
4bed96173372c9285add1114,51.368439,-0.099462,Indian Restaurant,Food
4c51ee68250dd13a88e3067e,51.504083,-0.109338,Platform,Travel & Transport
4ac53702f964a52007b120e3,51.505047999999995,-0.305714,Pub,Nightlife Spot
4ac518c4f964a5209ca420e3,51.526446,-0.08039199999999999,Bar,Nightlife Spot
4acbc300f964a52058c520e3,51.528437,-0.134025,Train Station,Travel & Transport
4b911beaf964a5203ea433e3,51.52577,-0.135934,Subway,Travel & Transport
4d3f4df0aae1b1f78d417cf5,51.520387,-0.415463,Grocery Store,Shop & Service
4d1836d26d10370455643dbd,51.47136500000001,-0.44526000000000004,Airport Gate,Travel & Transport
4b24ee42f964a520956a24e3,51.4516,-0.295644,Pub,Nightlife Spot
4b51b18af964a520c95227e3,51.45175,-0.297166,Hotel,Travel & Transport
4d0b94f8984a6ea8cf519264,51.449728,-0.295258,Park,Outdoors & Recreation
4bca069868f976b0016e5e83,51.452481,-0.298894,Scenic Lookout,Event
4ac518ecf964a52078ac20e3,51.512762,-0.140097,Toy / Game Store,Shop & Service
4ace45c0f964a52088cf20e3,51.44479000000001,-0.150919,Mexican Restaurant,Food
4bf1b238d39ad13a818baa0e,51.454741999999996,-0.295837,Diner,Food
4ef239606da16847ccdf5c5c,51.404624,-0.14627,Home (private),Residence
4acdf48bf964a520afcd20e3,51.442845,-0.15143299999999998,Train Station,Travel & Transport
4ac518c1f964a520e8a320e3,51.526401,-0.07899099999999999,Music Venue,Arts & Entertainment
4ae800caf964a520fead21e3,51.442372,-0.187969,Train Station,Travel & Transport
4e384bb0d164374eb68f7c82,51.351289,-0.049499,Gym / Fitness Center,Outdoors & Recreation
4ac518c5f964a520cda420e3,51.516009000000004,-0.102094,Cocktail Bar,Nightlife Spot
4ad61f64f964a520300521e3,51.531276,-0.10622100000000001,Asian Restaurant,Food
4c8e753258668cfa513ad2ec,51.520213,-0.167134,Platform,Travel & Transport
4ac518e8f964a52095ab20e3,51.646198999999996,-0.191746,Soccer Stadium,Arts & Entertainment
4f09d420e4b033211b155470,51.551633,-0.205985,Home (private),Residence
4af33684f964a520c7eb21e3,51.530772999999996,-0.12338199999999999,Train Station,Travel & Transport
4b127e26f964a5203e8a23e3,51.528948,-0.126769,Pub,Nightlife Spot
4b8564b5f964a520f75a31e3,51.41109,-0.307263,Department Store,Shop & Service
4aec2fcdf964a52074c521e3,51.506312,-0.21968400000000002,Cafe,Food
4e89b4026da1b4a495d34da8,51.414149,-0.289662,Laundry Service,Shop & Service
4b0eb88ef964a520135a23e3,51.481435999999995,-0.457649,Hotel,Travel & Transport
4ad5f480f964a5202c0421e3,51.412862,-0.301266,Train Station,Travel & Transport
4e9fcfd861af1289b7d729d3,51.518351,-0.087484,Tech Startup,Professional & Other Places
4ac518e5f964a520f9aa20e3,51.522886,-0.119174,Italian Restaurant,Food
4ae8b043f964a52076b121e3,51.41209600000001,-0.300386,Multiplex,Arts & Entertainment
4db56593fc607e0aa23bb142,51.520387,-0.103726,Sports Bar,Nightlife Spot
4ace6801f964a52066d020e3,51.527421000000004,-0.081525,Bar,Nightlife Spot
4ac518bbf964a52028a220e3,51.522045,-0.118631,Wine Bar,Nightlife Spot
4af7f7c5f964a5209e0a22e3,51.49443,-0.18295899999999998,Subway,Travel & Transport
4e0ce22514954f127e6ae9b7,51.632991,-0.129755,Italian Restaurant,Food
4b6c98f2f964a5208a452ce3,51.461935,-0.36227,Train Station,Travel & Transport
4acf3ddff964a520d8d220e3,51.492313,-0.20346199999999998,Cafe,Food
4b2253fff964a5209b4524e3,51.52845,-0.086242,Spa / Massage,Shop & Service
4ac518e8f964a520a3ab20e3,51.542669000000004,-0.17492,Multiplex,Arts & Entertainment
4ba4c6e5f964a520deb338e3,51.58494,-0.281267,Portuguese Restaurant,Food
4f7b5583e4b05c0cca3acfe6,51.400532,-0.355633,Burger Joint,Food
4b5d4a0bf964a520d85829e3,51.360333000000004,-0.1498,Train Station,Travel & Transport
4cd85ca8a99d370404fc04ce,51.53100000000001,-0.123231,Platform,Travel & Transport
4ac518e8f964a52075ab20e3,51.500982,-0.177412,Concert Hall,Arts & Entertainment
4ac518dff964a520f1a920e3,51.496905,-0.168729,Chinese Restaurant,Food
4b76cdcdf964a52056602ee3,51.398866,-0.368799,Other Great Outdoors,Outdoors & Recreation
4c724a3ad944224be23b0c29,51.52537,-0.107544,Library,Professional & Other Places
4ad2186ef964a5205edf20e3,51.522403999999995,-0.142622,Hotel,Travel & Transport
4bfc3004a118a59359156eb6,51.458084,-0.45047600000000004,Plane,Travel & Transport
4c3d5cf94bc9a593eef8d371,51.334231,-0.26816,Grocery Store,Shop & Service
4f679f43e4b03aa49001693f,51.531766999999995,-0.124197,Train Station,Travel & Transport
4dee880ed164f9a5c693249e,51.330968,-0.27463200000000004,Home (private),Residence
4ac518f6f964a52052af20e3,51.495359,-0.14456,Train Station,Travel & Transport
4b7daaeff964a52075cd2fe3,51.513951,-0.130205,Pub,Nightlife Spot
4ce245092ca45941138a6a9e,51.52259,-0.101849,Design Studio,Shop & Service
4dd3a8ecd4c05dc63ac76d57,51.429033000000004,-0.30697199999999997,Building,Professional & Other Places
4ef29a2249010b41f5c53a40,51.414831,-0.29897399999999996,Home (private),Residence
4b6b2314f964a52030f52be3,51.510872,-0.122018,Thai Restaurant,Food
4b7185d6f964a520044b2de3,51.516006,-0.12013399999999999,Hotel,Travel & Transport
4b98b921f964a520f94c35e3,51.509890999999996,-0.133166,Cafe,Food
4ac518c7f964a52061a520e3,51.50539600000001,-0.225408,Nightclub,Nightlife Spot
4cc602bfd43ba143f63971f8,51.508244,-0.149626,Hotel Bar,Nightlife Spot
4f78c711e4b06bb77fa97c84,51.431757,0.056741999999999994,General Travel,Travel & Transport
4f4a8910e4b082dc588778b5,51.431788,0.05661,Grocery Store,Shop & Service
4edb883a0e011b46efbc69d8,51.431022999999996,0.057539,Convenience Store,Shop & Service
4f4ea104e4b0f03ee61495cb,51.431778,0.056673,Grocery Store,Shop & Service
4bc4121df8219c7497f6b610,51.494833,-0.194517,Hotel,Travel & Transport
4c3f44dfcc410f472fe9a761,51.488688,-0.099715,Home (private),Residence
4ac518b8f964a52063a120e3,51.522793,-0.103681,Hotel,Travel & Transport
4bcf48550ffdce728a58b2c0,51.490768,-0.14490999999999998,Hotel,Travel & Transport
4d529fa880df88bf2e470098,51.520293,-0.104907,Train Station,Travel & Transport
4f5be9a4e4b0c4b6893e994d,51.530772,-0.041096,Home (private),Residence
4c408d03a48d9c74dc540c40,51.517671,-0.128925,College Academic Building,College & University
4b9f465ff964a520931a37e3,51.464146,-0.170924,Train Station,Travel & Transport
4b89ec5ef964a5208b5632e3,51.513042999999996,-0.30758,City Hall,Professional & Other Places
4b080cc0f964a520e90223e3,51.54857,-0.092783,Train Station,Travel & Transport
4bdbe7c163c5c9b64df72968,51.516368,-0.176704,Platform,Travel & Transport
4acee9a4f964a5200ed220e3,51.504896,-0.085874,Train Station,Travel & Transport
4bf1183ab315c9b6bf9a93ff,51.520044,-0.10631199999999999,Office,Professional & Other Places
4b6de396f964a52009992ce3,51.494774,-0.174311,Dessert Shop,Food
4b99338bf964a520546935e3,51.528731,-0.134411,Platform,Travel & Transport
4b803c04f964a520425f30e3,51.407121000000004,-0.027712999999999998,Pub,Nightlife Spot
4b877c42f964a5209dc031e3,51.488727000000004,-0.029306,Home (private),Residence
4b101f53f964a5207a6923e3,51.512537,-0.13325499999999998,Gay Bar,Nightlife Spot
4af47862f964a520d6f221e3,51.517835999999996,-0.081861,Train Station,Travel & Transport
4ac518c6f964a52034a520e3,51.537254,-0.100638,Pub,Nightlife Spot
4b50e89af964a520233827e3,51.513453999999996,-0.193383,Hotel,Travel & Transport
4ac518cdf964a520efa520e3,51.509988,-0.134501,Plaza,Outdoors & Recreation
4c359ed7ed37a593d4c47003,51.514185999999995,-0.15653,Hotel,Travel & Transport
4ac518ddf964a5206da920e3,51.543518,-0.172629,Restaurant,Food
4b891757f964a520361c32e3,51.510866,-0.305643,Wine Bar,Nightlife Spot
4acd8e7df964a52044cc20e3,51.503133,-0.11275999999999999,Train Station,Travel & Transport
4f618711e4b0ef8e1eae28f4,51.46771500000001,-0.017569,Home (private),Residence
4e805fb2dab41c952c505ffc,51.507809,-0.142828,Asian Restaurant,Food
4f2a7d3de4b0114e61852cce,51.512677000000004,-0.18762,Neighborhood,Outdoors & Recreation
4af4b141f964a52020f521e3,51.515153999999995,-0.13029300000000002,Gay Bar,Nightlife Spot
4b505d39f964a5206a2127e3,51.5754,-0.32188,Hospital,Professional & Other Places
4bab2ca2f964a520e7973ae3,51.512226,-0.175275,Hotel,Travel & Transport
4e333db81495fa2def51768c,51.513394,-0.192917,Hostel,Travel & Transport
4b5d7ef1f964a520f05e29e3,51.470382,-0.177927,Hotel,Travel & Transport
4f6b496ce4b003b5e2793855,51.523283,-0.13642100000000001,Residential Building (Apartment / Condo),Residence
4d2133b386e154814764c03a,51.499478,-0.142179,Bus Line,Travel & Transport
4ed49477722e6f1fda04a331,51.519784,-0.414392,Bus Station,Travel & Transport
4ad9a5eef964a5205c1a21e3,51.54811,-0.181403,Gym / Fitness Center,Outdoors & Recreation
4e3d2099c65b4ec275ddea3b,51.494469,-0.438493,Gym Pool,Event
4bf90d235efe2d7fd2a56b34,51.378516,-0.102342,Train Station,Travel & Transport
4ac69410f964a5202cb520e3,51.502709,-0.280007,Subway,Travel & Transport
4ace4581f964a52086cf20e3,51.534067,-0.205076,Subway,Travel & Transport
4d0cc138e0b98cfafe13d793,51.535709000000004,-0.205315,Coffee Shop,Food
4b7f058bf964a520e41030e3,51.479791,-0.430829,Rental Car Location,Travel & Transport
4ac518f6f964a52050af20e3,51.508075,-0.124583,Train Station,Travel & Transport
4f79442c7716bb53303b5cb0,51.525981,-0.081968,Residential Building (Apartment / Condo),Residence
4ea53fb88b81a02f8abe0af5,51.517302,-0.20996900000000002,Cafe,Food
4b78aa5df964a520e4dc2ee3,51.51723,-0.210248,Subway,Travel & Transport
4c219ca19085d13a5d1d85cc,51.334399,-0.268779,Train Station,Travel & Transport
4e413cc0d22d6fdb87dd1fec,51.4409,-0.369709,Doctor's Office,Professional & Other Places
4c07c32f708c2d7f296eca63,51.496049,-0.021833,Pool,Event
4be9a99c62c0c928dfebdfd4,51.472576000000004,-0.45103999999999994,Airport Terminal,Travel & Transport
4f3d5db9e4b022e41dc81132,51.49387,-0.22490700000000002,Train Station,Travel & Transport
4b7e185bf964a52090e22fe3,51.516606,-0.127939,Sandwich Place,Food
4ace4b76f964a520b3cf20e3,51.490583,-0.20645,Train Station,Travel & Transport
4e22344dcc3fee7eee222fb0,51.619096,-0.11283499999999999,Tea Room,Food
4c779317f24737040e6b66eb,51.526339,-0.06336599999999999,Gym,Outdoors & Recreation
4c12a0bca1010f47ec344918,51.525714,-0.06907200000000001,Road,Travel & Transport
4e2a8c85d4c0e5c89aba810e,51.479058,-0.409412,Bus Line,Travel & Transport
4ac518d2f964a5202aa720e3,51.481673,-0.009323999999999999,Neighborhood,Outdoors & Recreation
4f369350e4b0d3ab5088ccb2,51.431721,0.05662200000000001,Bar,Nightlife Spot
4ba1ea55f964a520bfd137e3,51.480817,-0.43278,Bus Line,Travel & Transport
4b861443f964a520657f31e3,51.489774,0.084329,Train Station,Travel & Transport
4c0e37caadcd9c747ea902f6,51.42081500000001,-0.206011,Electronics Store,Shop & Service
4c5fc16712e5c928f0d11d4c,51.521001,-0.09199199999999999,Office,Professional & Other Places
4ef0aa5729c22c6c76f0a4b9,51.527478,-0.079729,College Academic Building,College & University
4ae83e74f964a5204bae21e3,51.516514,-0.177069,Train Station,Travel & Transport
4be43c1c2457a593b4eaa915,51.425865,0.056412000000000004,Doctor's Office,Professional & Other Places
4f5cb870e4b085f52e665ab2,51.431754999999995,0.056569000000000015,Mobile Phone Shop,Shop & Service
4f1fbab8e4b046c2ff70d4d9,51.504535,-0.41990500000000003,Bus Line,Travel & Transport
4acdcd0ef964a52011cd20e3,51.52558,-0.10979900000000001,Farmers Market,Shop & Service
4f382214e4b039c3c337837f,51.431203000000004,0.057313,Library,Professional & Other Places
4edb90400e011b46efc60c66,51.431752,0.056662,Bus Line,Travel & Transport
4b98a88ef964a520694a35e3,51.471732,-0.410337,Meeting Room,Professional & Other Places
4ad4a773f964a52083e820e3,51.522656,-0.156834,Subway,Travel & Transport
4ac75605f964a520e6b620e3,51.607042,-0.12415899999999999,Train Station,Travel & Transport
4e077b19b0fbba5eee1c6b3e,51.530778999999995,0.005869,Home (private),Residence
4f1d8efae4b064e65e258936,51.445213,-0.12484,Doctor's Office,Professional & Other Places
4ac5b037f964a52067b220e3,51.501078,-0.307149,Subway,Travel & Transport
4ad3a2d0f964a52055e520e3,51.408549,-0.040684,Train Station,Travel & Transport
4bd9af310115c9b6932c7880,51.51603400000001,-0.111097,Office,Professional & Other Places
4ad738e3f964a520040921e3,51.555523,-0.178069,Cafe,Food
4c03c4da187ec928700db67b,51.492914,-0.08277799999999999,Sculpture Garden,Outdoors & Recreation
4ad09694f964a52099d820e3,51.522476,-0.163164,Train Station,Travel & Transport
4edd38378231efe392c38b90,51.436196,0.052665,Home (private),Residence
4f5bb882e4b068aa4ea21641,51.429745000000004,0.057678,Drugstore / Pharmacy,Shop & Service
4edbcecc8b8173160e05a76f,51.436196,0.052665,Home (private),Residence
4f2bec3be4b07364f6933b18,51.44804,-0.410663,Platform,Travel & Transport
4af1d5e5f964a520a2e321e3,51.517225,-0.088391,Sandwich Place,Food
4ad83279f964a520dd1021e3,51.415405,-0.192202,Subway,Travel & Transport
4e16d3a81495f6691bf5b13a,51.532373,0.009483,Bus Line,Travel & Transport
4be904ffd837c9b63e00a606,51.50523,-0.087129,Bus Station,Travel & Transport
4f5f6d55e4b0ea73579a139f,51.50786,-0.125454,Building,Professional & Other Places
4c1f76d6e923ef3bbfbe4e54,51.52773,0.004764,Subway,Travel & Transport
4e324f1c18a846d7ed066e05,51.425785,0.065424,Bus Station,Travel & Transport
4f5bb8bfe4b0695cba6db30f,51.431739,0.056683000000000004,Mobile Phone Shop,Shop & Service
4b87587df964a5206fbc31e3,51.517315999999994,-0.087762,Fast Food Restaurant,Food
4b0c3d19f964a520803923e3,51.591736,-0.334096,Train Station,Travel & Transport
4c4c7601c9e4ef3bc1516111,51.521474,-0.108883,Coworking Space,Professional & Other Places
4b17accbf964a52001c723e3,51.57507800000001,-0.371003,Subway,Travel & Transport
4c16974ba81db71341b185e7,51.519219,-0.078861,Office,Professional & Other Places
5036b36dcc6417d4bcd9a24b,51.499633,-0.13380899999999998,Subway,Travel & Transport
4ebd369330f88739f4d2dfce,51.425321999999994,-0.033122000000000006,Office,Professional & Other Places
4c2b3c48ae6820a1f06f1743,51.516084,-0.139719,Office,Professional & Other Places
4c7cbcbc3e90a1cdc34943be,51.458205,-0.20631599999999997,Office,Professional & Other Places
4bc862a992b376b08240513a,51.498244,-0.134926,Cafe,Food
4b845a67f964a5205b3031e3,51.582892,-0.01991,Train Station,Travel & Transport
4b6fc8d7f964a5207afc2ce3,51.50118300000001,-0.093684,Subway,Travel & Transport
4bc875b5af07a59371dd802d,51.444245,-0.026565,Train Station,Travel & Transport
4dff37b03151de6d93128e52,51.519652,-0.077709,Sandwich Place,Food
4c9080f2fbe58cfa0b7722b9,51.514402000000004,-0.150527,Office,Professional & Other Places
4c7264dcad69b60c7e4483b9,51.494858,-0.127088,Cafe,Food
4e2e60a41838f1c552b9ef8d,51.498952,-0.133167,Coffee Shop,Food
4ac518bef964a52006a320e3,51.513472,-0.130582,French Restaurant,Food
4f3e89c1e4b07ff31a6250eb,51.446681,-0.410472,Parking,Professional & Other Places
4da83f4ecda119a2c8f88923,51.500974,-0.053671,Bus Line,Travel & Transport
4bf6aa935efe2d7f858b6734,51.523629,-0.163168,Platform,Travel & Transport
4c12a57aa9c220a15f5f549d,51.490151000000004,-0.096941,Bus Line,Travel & Transport
4ad43591f964a5206ee720e3,51.447943,-0.409575,Train Station,Travel & Transport
4adc798df964a520862c21e3,51.58822,-0.059969000000000015,Train Station,Travel & Transport
4e315aeb18a837634f31e85b,51.498996999999996,-0.13272899999999999,Office,Professional & Other Places
4b275096f964a520d68524e3,51.466293,-0.102214,Train Station,Travel & Transport
4e8c1729e5fa774802c7b8cd,51.50201,0.047532,Office,Professional & Other Places
4b669b03f964a52059252be3,51.495172,-0.275731,Coffee Shop,Food
4c101f47ce640f472e723952,51.39942,0.017338,Police Station,Professional & Other Places
4c69162e897b1b8d653aae17,51.489605,-0.119673,Trade School,College & University
4c76d2f06c8a95215eb4f954,51.519492,-0.084672,Coffee Shop,Food
4bba1c3b98c7ef3be2b43202,51.50980300000001,-0.122574,Office,Professional & Other Places
4c3d6ed94bc9a5939b07d471,51.515794,-0.140698,Coffee Shop,Food
4c74d8daff1fb60c5593f4a7,51.463643,-0.141881,Coffee Shop,Food
4f30190de4b007725d2d6480,51.512388,-0.094843,Office,Professional & Other Places
4e099a6a483b98d4171e0c7e,51.424541,-0.358156,Professional & Other Places,Professional & Other Places
4b1ad90ef964a5201ff323e3,51.55376,-0.14411,Office,Professional & Other Places
4c002f6975fc9521d9b14898,51.493088,-0.22612100000000002,Office,Professional & Other Places
4adf0b09f964a5203c7721e3,51.497095,-0.136471,Office,Professional & Other Places
4ec4fef14fc6711af2433474,51.518246999999995,-0.131826,Sandwich Place,Food
4ac518bbf964a5203ba220e3,51.51162,-0.12313800000000001,Bar,Nightlife Spot
4acf6613f964a5206bd320e3,51.505644000000004,-0.022573,Building,Professional & Other Places
4acdf52cf964a520b2cd20e3,51.52042700000001,-0.16539600000000002,Office,Professional & Other Places
4ad5c2e6f964a520640321e3,51.505873,-0.09953200000000001,Gym / Fitness Center,Outdoors & Recreation
4ad0f0a0f964a5205adb20e3,51.516207,-0.130849,Subway,Travel & Transport
4f75ce0ae4b0f62bd3a67973,51.543221,0.026338,Doctor's Office,Professional & Other Places
4cc812ebcaa5a1cdd5319be7,51.522967,-0.098061,Diner,Food
4b711490f964a52036392de3,51.524665999999996,-0.094203,Cafe,Food
4b9df9e8f964a520fdc436e3,51.516872,-0.130409,Office,Professional & Other Places
4ad2f35ef964a520e1e220e3,51.520707,-0.134615,Coffee Shop,Food
4c2a46ccd1a10f47a831f664,51.404818,0.017393000000000002,Seafood Restaurant,Food
4cda8d4bd549548119ab36b2,51.516523,-0.131753,Student Center,College & University
4bed208a91380f4749729f18,51.49648,-0.141622,Building,Professional & Other Places
4f3a1b95e4b00bffded5d78a,51.520740999999994,-0.133139,Office,Professional & Other Places
4acda2eef964a52073cc20e3,51.520841,-0.10245,Office,Professional & Other Places
4ace295ff964a520ccce20e3,51.464743,-0.170299,Train Station,Travel & Transport
5036b36bcc6417d4bcd9a1d5,51.511594,-0.12818800000000002,Subway,Travel & Transport
4bfcc92b2b83b713ee92a998,51.424447,-0.174623,Hospital,Professional & Other Places
4ad8af64f964a520b81321e3,51.45981,-0.447049,Airport Terminal,Travel & Transport
4ac518f4f964a520daae20e3,51.514431,-0.141492,Electronics Store,Shop & Service
4c48305e96abd13aa25e7301,51.512198,-0.123524,Electronics Store,Shop & Service
4e7b206729c293b0492e9486,51.500669,0.051379999999999995,Building,Professional & Other Places
4bcd61c3cc8cd13a0a85c2cf,51.517882,-0.141374,Office,Professional & Other Places
4b928b30f964a520c30234e3,51.41417,-0.411301,Gym / Fitness Center,Outdoors & Recreation
4bc1ad0a2a89ef3b329ef288,51.398927,0.030975,Italian Restaurant,Food
4bb06bc0f964a520db443ce3,51.519158000000004,-0.07199,Office,Professional & Other Places
4be9c2c9183895216bc20acf,51.452645000000004,0.034775,Burger Joint,Food
4bcc4ec6937ca59377d3aa92,51.5044,-0.015401,Coffee Shop,Food
4ac518cdf964a520f2a520e3,51.502385,-0.135269,Park,Outdoors & Recreation
4b0a344bf964a5206c2223e3,51.528377,-0.134346,Bookstore,Shop & Service
4b37a9daf964a520dd4325e3,51.380753999999996,-0.124326,Furniture / Home Store,Shop & Service
4cb2f97a75ebb60cb56cd8ad,51.524839,-0.12772999999999998,Event Space,Event
4b5e0cfdf964a520037b29e3,51.506419,-0.231614,Concert Hall,Arts & Entertainment
4c37349d1e06d13ad373753e,51.50991,-0.12850599999999998,Student Center,College & University
4b7c184ef964a520967c2fe3,51.540836999999996,-0.0038619999999999995,Light Rail,Travel & Transport
4b053df3f964a5207e5722e3,51.518075,-0.13433900000000001,Coffee Shop,Food
4c30b6183896e21eb8e8e590,51.504562,-0.171479,Monument / Landmark,Professional & Other Places
4b892b07f964a520922032e3,51.504822999999995,-0.169621,Cafe,Food
4ac518cef964a520f6a520e3,51.500645,-0.124573,Monument / Landmark,Professional & Other Places
4ad5d66bf964a520af0321e3,51.580673,-0.12277300000000001,Gym,Outdoors & Recreation
4d91adf93dd4a093a5d47e18,51.50168,-0.141119,General Entertainment,Arts & Entertainment
4bcc0d523740b713be796365,51.514895,-0.12256700000000001,Meeting Room,Professional & Other Places
4c7e78cab53db1f73f15a011,51.51775,-0.112614,Office,Professional & Other Places
4c4aca025609c9b6c5f43090,51.486389,-0.180282,Coffee Shop,Food
4ad755b0f964a5209a0921e3,51.519342,-0.076086,American Restaurant,Food
4b3b34adf964a520757125e3,51.511143,-0.094329,Residential Building (Apartment / Condo),Residence
4ac518f7f964a520c6af20e3,51.5312,-0.126343,Train Station,Travel & Transport
4f7c19bbe4b0d751c11aa64b,51.50049,-0.125219,Coworking Space,Professional & Other Places
4c357a5c09a99c7404730c2a,51.501290000000004,0.005064,University,College & University
4bbe1aa2eeca952133004df1,51.519141999999995,-0.129967,Plaza,Outdoors & Recreation
4ae18e54f964a520468621e3,51.593675,-0.07003200000000001,Train Station,Travel & Transport
4b2b55b6f964a520cfb524e3,51.517315999999994,-0.105572,Building,Professional & Other Places
4e733317b0fb38bb72c4e89f,51.52829600000001,-0.125471,Medical Center,Professional & Other Places
4b0e2948f964a520785523e3,51.61823,-0.110507,Train Station,Travel & Transport
4b711e99f964a520503a2de3,51.499526,-0.16168,Cafe,Food
4cb16e10aef16dcb00aab954,51.490355,-0.18951099999999999,Hostel,Travel & Transport
4d848f8ed5fab60c4692e39b,51.524882,-0.08804,Tech Startup,Professional & Other Places
4e7cb97c8877980c24b91a66,51.488713,0.064498,Home (private),Residence
4ad08393f964a52049d820e3,51.504733,-0.018104,Gym / Fitness Center,Outdoors & Recreation
4b48c99ef964a520ee5626e3,51.518935,-0.180025,Gym,Outdoors & Recreation
