,User ID,Venue ID,UTC time,Timezone offset,Latitude,Longitude,Category,City,TimeStamp,Date
270538,231579,4f6c5507121d7483f0ac8610,Thu Jul 26 22:18:08 +0000 2012,60,51.507241,-0.158374,General Entertainment,London,1343341088.0,2012-07-26 22:18:08
178806,60290,4afc7b6af964a5202a2322e3,Thu Jul 26 22:18:12 +0000 2012,60,51.524782,-0.082052,Pub,London,1343341092.0,2012-07-26 22:18:12
270539,64849,4f6c5507121d7483f0ac8610,Thu Jul 26 22:18:23 +0000 2012,60,51.507241,-0.158374,General Entertainment,London,1343341103.0,2012-07-26 22:18:23
270540,69707,4f6c5507121d7483f0ac8610,Thu Jul 26 22:23:20 +0000 2012,60,51.507241,-0.158374,General Entertainment,London,1343341400.0,2012-07-26 22:23:20
270661,8165,4c4441fcda2176b0e0c4627a,Thu Jul 26 22:23:49 +0000 2012,60,51.529538,-0.08926,Food Truck,London,1343341429.0,2012-07-26 22:23:49
128230,25582,4b27a391f964a5200a8824e3,Thu Jul 26 22:31:05 +0000 2012,60,51.539636,-0.013175,Stadium,London,1343341865.0,2012-07-26 22:31:05
270682,56282,4d5ce4625d1537046cce77e7,Thu Jul 26 22:38:36 +0000 2012,60,51.583564,-0.021904,Plaza,London,1343342316.0,2012-07-26 22:38:36
270541,77927,4f6c5507121d7483f0ac8610,Thu Jul 26 22:39:37 +0000 2012,60,51.507241,-0.158374,General Entertainment,London,1343342377.0,2012-07-26 22:39:37
141098,189135,4ace3a62f964a52039cf20e3,Thu Jul 26 22:39:58 +0000 2012,60,51.514752,-0.124712,Performing Arts Venue,London,1343342398.0,2012-07-26 22:39:58
239309,148990,4d2a3c7f342d6dcbb0c40acb,Thu Jul 26 22:44:03 +0000 2012,60,51.53197700000001,-0.061576,Hotel,London,1343342643.0,2012-07-26 22:44:03
270695,10697,4ac518c5f964a520a9a420e3,Thu Jul 26 22:46:46 +0000 2012,60,51.512925,-0.139679,Bar,London,1343342806.0,2012-07-26 22:46:46
270542,160884,4f6c5507121d7483f0ac8610,Thu Jul 26 22:51:20 +0000 2012,60,51.507241,-0.158374,General Entertainment,London,1343343080.0,2012-07-26 22:51:20
189514,18883,4d14a905e190721e340e0921,Thu Jul 26 22:52:59 +0000 2012,60,51.587936,-0.109085,Convenience Store,London,1343343179.0,2012-07-26 22:52:59
270702,69494,4bbe0b44f57ba593f7d3aeb9,Thu Jul 26 23:00:34 +0000 2012,60,51.581061,-0.262487,Other Great Outdoors,London,1343343634.0,2012-07-26 23:00:34
270543,93975,4f6c5507121d7483f0ac8610,Thu Jul 26 23:00:45 +0000 2012,60,51.507241,-0.158374,General Entertainment,London,1343343645.0,2012-07-26 23:00:45
270703,114032,50073fc8e4b0537875dadd57,Thu Jul 26 23:02:02 +0000 2012,60,51.467652,-0.12311400000000003,Home (private),London,1343343722.0,2012-07-26 23:02:02
270719,28168,4d551730a05c3704a30db487,Thu Jul 26 23:08:08 +0000 2012,60,51.516329,-0.175331,Tanning Salon,London,1343344088.0,2012-07-26 23:08:08
109212,28168,4d4348115ad06dcb2fdb37d7,Thu Jul 26 23:08:45 +0000 2012,60,51.509628,-0.170354,Home (private),London,1343344125.0,2012-07-26 23:08:45
270544,4414,4f6c5507121d7483f0ac8610,Thu Jul 26 23:11:57 +0000 2012,60,51.507241,-0.158374,General Entertainment,London,1343344317.0,2012-07-26 23:11:57
270545,264090,4f6c5507121d7483f0ac8610,Thu Jul 26 23:13:44 +0000 2012,60,51.507241,-0.158374,General Entertainment,London,1343344424.0,2012-07-26 23:13:44
135752,10697,4ace3173f964a520f9ce20e3,Thu Jul 26 23:16:15 +0000 2012,60,51.515201,-0.141811,Subway,London,1343344575.0,2012-07-26 23:16:15
270683,117322,4d5ce4625d1537046cce77e7,Thu Jul 26 23:20:10 +0000 2012,60,51.583564,-0.021904,Plaza,London,1343344810.0,2012-07-26 23:20:10
183110,67074,4ac518b9f964a520a5a120e3,Thu Jul 26 23:25:45 +0000 2012,60,51.515648,-0.132482,Gay Bar,London,1343345145.0,2012-07-26 23:25:45
105909,208031,4acda5bbf964a5207ecc20e3,Thu Jul 26 23:26:45 +0000 2012,60,51.523885,-0.076261,Lounge,London,1343345205.0,2012-07-26 23:26:45
105910,208031,4acda5bbf964a5207ecc20e3,Thu Jul 26 23:27:09 +0000 2012,60,51.523885,-0.076261,Lounge,London,1343345229.0,2012-07-26 23:27:09
270546,79376,4f6c5507121d7483f0ac8610,Thu Jul 26 23:28:13 +0000 2012,60,51.507241,-0.158374,General Entertainment,London,1343345293.0,2012-07-26 23:28:13
270684,93387,4d5ce4625d1537046cce77e7,Thu Jul 26 23:31:34 +0000 2012,60,51.583564,-0.021904,Plaza,London,1343345494.0,2012-07-26 23:31:34
270685,79550,4d5ce4625d1537046cce77e7,Thu Jul 26 23:36:39 +0000 2012,60,51.583564,-0.021904,Plaza,London,1343345799.0,2012-07-26 23:36:39
234783,1167,4e00c41d45dd1e4999dbbbd6,Thu Jul 26 23:40:55 +0000 2012,60,51.456966,-0.240568,Home (private),London,1343346055.0,2012-07-26 23:40:55
270547,7960,4f6c5507121d7483f0ac8610,Thu Jul 26 23:41:29 +0000 2012,420,51.507241,-0.158374,General Entertainment,London,1343346089.0,2012-07-26 23:41:29
128231,18442,4b27a391f964a5200a8824e3,Fri Jul 27 20:51:01 +0000 2012,-300,51.539636,-0.013175,Stadium,London,1343422261.0,2012-07-27 20:51:01
117585,191540,4ba6ad64f964a520316839e3,Fri Jul 27 20:51:59 +0000 2012,60,51.58259,-0.316758,Gastropub,London,1343422319.0,2012-07-27 20:51:59
124861,73902,4ac518cef964a5201da620e3,Fri Jul 27 20:52:59 +0000 2012,60,51.537367,-0.038109,Park,London,1343422379.0,2012-07-27 20:52:59
128232,26500,4b27a391f964a5200a8824e3,Fri Jul 27 20:53:00 +0000 2012,60,51.539636,-0.013175,Stadium,London,1343422380.0,2012-07-27 20:53:00
128233,24436,4b27a391f964a5200a8824e3,Fri Jul 27 20:53:38 +0000 2012,-300,51.539636,-0.013175,Stadium,London,1343422418.0,2012-07-27 20:53:38
128234,5574,4b27a391f964a5200a8824e3,Fri Jul 27 20:55:04 +0000 2012,-240,51.539636,-0.013175,Stadium,London,1343422504.0,2012-07-27 20:55:04
137635,5422,4b34b457f964a520532825e3,Fri Jul 27 20:56:33 +0000 2012,60,51.538408,-0.016479,Stadium,London,1343422593.0,2012-07-27 20:56:33
55864,173304,4ac518d2f964a52026a720e3,Fri Jul 27 20:57:12 +0000 2012,60,51.50849,-0.16786199999999998,Park,London,1343422632.0,2012-07-27 20:57:12
11420,130079,4acee9a4f964a5200ed220e3,Fri Jul 27 20:58:21 +0000 2012,60,51.504896,-0.085874,Train Station,London,1343422701.0,2012-07-27 20:58:21
270548,71183,4f6c5507121d7483f0ac8610,Fri Jul 27 20:58:24 +0000 2012,60,51.507241,-0.158374,General Entertainment,London,1343422704.0,2012-07-27 20:58:24
137636,132167,4b34b457f964a520532825e3,Fri Jul 27 20:58:26 +0000 2012,-240,51.538408,-0.016479,Stadium,London,1343422706.0,2012-07-27 20:58:26
137637,82623,4b34b457f964a520532825e3,Fri Jul 27 21:00:47 +0000 2012,-300,51.538408,-0.016479,Stadium,London,1343422847.0,2012-07-27 21:00:47
270721,21838,4b92f1eff964a520442934e3,Fri Jul 27 21:03:59 +0000 2012,60,51.505058,-0.03408,Thai Restaurant,London,1343423039.0,2012-07-27 21:03:59
128235,67164,4b27a391f964a5200a8824e3,Fri Jul 27 21:04:58 +0000 2012,-300,51.539636,-0.013175,Stadium,London,1343423098.0,2012-07-27 21:04:58
14729,148990,4e805fb2dab41c952c505ffc,Fri Jul 27 21:07:23 +0000 2012,60,51.507809,-0.142828,Asian Restaurant,London,1343423243.0,2012-07-27 21:07:23
137638,126980,4b34b457f964a520532825e3,Fri Jul 27 21:11:20 +0000 2012,420,51.538408,-0.016479,Stadium,London,1343423480.0,2012-07-27 21:11:20
134190,2281,4c86adfbe602b1f7973fc27a,Fri Jul 27 21:11:59 +0000 2012,60,51.535999,-0.105605,City,London,1343423519.0,2012-07-27 21:11:59
270726,89502,4c5f24df54ac0f4721b8b221,Fri Jul 27 21:16:07 +0000 2012,60,51.520261,-0.02934,Home (private),London,1343423767.0,2012-07-27 21:16:07
197250,101339,4ad5b696f964a5204b0321e3,Fri Jul 27 21:18:56 +0000 2012,60,51.512945,-0.13634100000000002,Tapas Restaurant,London,1343423936.0,2012-07-27 21:18:56
128236,5033,4b27a391f964a5200a8824e3,Fri Jul 27 21:19:15 +0000 2012,60,51.539636,-0.013175,Stadium,London,1343423955.0,2012-07-27 21:19:15
128237,15615,4b27a391f964a5200a8824e3,Fri Jul 27 21:19:43 +0000 2012,60,51.539636,-0.013175,Stadium,London,1343423983.0,2012-07-27 21:19:43
128238,193910,4b27a391f964a5200a8824e3,Fri Jul 27 21:20:26 +0000 2012,480,51.539636,-0.013175,Stadium,London,1343424026.0,2012-07-27 21:20:26
137639,260396,4b34b457f964a520532825e3,Fri Jul 27 21:20:30 +0000 2012,60,51.538408,-0.016479,Stadium,London,1343424030.0,2012-07-27 21:20:30
137640,377,4b34b457f964a520532825e3,Fri Jul 27 21:20:39 +0000 2012,480,51.538408,-0.016479,Stadium,London,1343424039.0,2012-07-27 21:20:39
103943,231205,4d188962bb488cfaa46fb5d4,Fri Jul 27 21:21:12 +0000 2012,420,51.546615,-0.006351,Housing Development,London,1343424072.0,2012-07-27 21:21:12
241229,17220,4ae14db4f964a520e48521e3,Fri Jul 27 21:21:49 +0000 2012,60,51.502839,-0.112953,Fast Food Restaurant,London,1343424109.0,2012-07-27 21:21:49
169596,5033,4c4b023d959220a12e06f20e,Fri Jul 27 21:22:03 +0000 2012,60,51.540149,-0.010668,Pool,London,1343424123.0,2012-07-27 21:22:03
128239,14408,4b27a391f964a5200a8824e3,Fri Jul 27 21:23:57 +0000 2012,-300,51.539636,-0.013175,Stadium,London,1343424237.0,2012-07-27 21:23:57
207508,5033,4dde0cd61f6e0369473a8537,Fri Jul 27 21:24:47 +0000 2012,60,51.550865,-0.013306,Racetrack,London,1343424287.0,2012-07-27 21:24:47
251849,5033,4ea0154893ad3307df607e16,Fri Jul 27 21:25:25 +0000 2012,60,51.543506,-0.009613,Gift Shop,London,1343424325.0,2012-07-27 21:25:25
103944,77760,4d188962bb488cfaa46fb5d4,Fri Jul 27 21:26:28 +0000 2012,480,51.546615,-0.006351,Housing Development,London,1343424388.0,2012-07-27 21:26:28
128240,42425,4b27a391f964a5200a8824e3,Fri Jul 27 21:27:41 +0000 2012,480,51.539636,-0.013175,Stadium,London,1343424461.0,2012-07-27 21:27:41
128241,33240,4b27a391f964a5200a8824e3,Fri Jul 27 21:29:13 +0000 2012,60,51.539636,-0.013175,Stadium,London,1343424553.0,2012-07-27 21:29:13
126686,60296,4ace4095f964a5206fcf20e3,Fri Jul 27 21:33:53 +0000 2012,60,51.507324,-0.131934,Non-Profit,London,1343424833.0,2012-07-27 21:33:53
128242,5881,4b27a391f964a5200a8824e3,Fri Jul 27 21:35:34 +0000 2012,480,51.539636,-0.013175,Stadium,London,1343424934.0,2012-07-27 21:35:34
270729,10915,5012d148e4b0be9af4b1c577,Fri Jul 27 21:37:00 +0000 2012,60,51.538801,-0.0164,General Entertainment,London,1343425020.0,2012-07-27 21:37:00
137641,10915,4b34b457f964a520532825e3,Fri Jul 27 21:41:10 +0000 2012,60,51.538408,-0.016479,Stadium,London,1343425270.0,2012-07-27 21:41:10
137642,12652,4b34b457f964a520532825e3,Fri Jul 27 21:43:32 +0000 2012,60,51.538408,-0.016479,Stadium,London,1343425412.0,2012-07-27 21:43:32
128243,23694,4b27a391f964a5200a8824e3,Fri Jul 27 21:46:02 +0000 2012,480,51.539636,-0.013175,Stadium,London,1343425562.0,2012-07-27 21:46:02
151983,108530,4ad85fb3f964a5201f1121e3,Fri Jul 27 21:47:09 +0000 2012,60,51.527043,-0.135501,Pub,London,1343425629.0,2012-07-27 21:47:09
128244,25722,4b27a391f964a5200a8824e3,Fri Jul 27 21:49:01 +0000 2012,480,51.539636,-0.013175,Stadium,London,1343425741.0,2012-07-27 21:49:01
137643,42973,4b34b457f964a520532825e3,Fri Jul 27 21:50:38 +0000 2012,60,51.538408,-0.016479,Stadium,London,1343425838.0,2012-07-27 21:50:38
137644,14236,4b34b457f964a520532825e3,Fri Jul 27 21:51:18 +0000 2012,180,51.538408,-0.016479,Stadium,London,1343425878.0,2012-07-27 21:51:18
128245,890,4b27a391f964a5200a8824e3,Fri Jul 27 21:51:33 +0000 2012,60,51.539636,-0.013175,Stadium,London,1343425893.0,2012-07-27 21:51:33
270549,5943,4f6c5507121d7483f0ac8610,Fri Jul 27 21:52:39 +0000 2012,60,51.507241,-0.158374,General Entertainment,London,1343425959.0,2012-07-27 21:52:39
9249,228295,4ac518f6f964a52052af20e3,Fri Jul 27 21:53:57 +0000 2012,60,51.495359,-0.14456,Train Station,London,1343426037.0,2012-07-27 21:53:57
144368,252886,4b8bbb69f964a520cba832e3,Fri Jul 27 21:55:18 +0000 2012,60,51.53375,-0.06772,Park,London,1343426118.0,2012-07-27 21:55:18
128246,67127,4b27a391f964a5200a8824e3,Fri Jul 27 21:55:39 +0000 2012,480,51.539636,-0.013175,Stadium,London,1343426139.0,2012-07-27 21:55:39
63172,130079,4f2cf99be4b040eafebc251c,Fri Jul 27 21:56:58 +0000 2012,60,51.474022,-0.021357,Hotel,London,1343426218.0,2012-07-27 21:56:58
128247,209578,4b27a391f964a5200a8824e3,Fri Jul 27 21:57:26 +0000 2012,60,51.539636,-0.013175,Stadium,London,1343426246.0,2012-07-27 21:57:26
193415,225508,4ac518c3f964a52026a420e3,Fri Jul 27 21:58:08 +0000 2012,60,51.507524,-0.141389,Nightclub,London,1343426288.0,2012-07-27 21:58:08
97913,77320,4ac518c6f964a52032a520e3,Fri Jul 27 21:58:16 +0000 2012,60,51.549377,-0.059652,Pub,London,1343426296.0,2012-07-27 21:58:16
137645,65355,4b34b457f964a520532825e3,Fri Jul 27 21:58:35 +0000 2012,60,51.538408,-0.016479,Stadium,London,1343426315.0,2012-07-27 21:58:35
128248,2896,4b27a391f964a5200a8824e3,Fri Jul 27 21:58:55 +0000 2012,480,51.539636,-0.013175,Stadium,London,1343426335.0,2012-07-27 21:58:55
103945,81579,4d188962bb488cfaa46fb5d4,Fri Jul 27 21:59:12 +0000 2012,60,51.546615,-0.006351,Housing Development,London,1343426352.0,2012-07-27 21:59:12
128249,40364,4b27a391f964a5200a8824e3,Fri Jul 27 21:59:16 +0000 2012,480,51.539636,-0.013175,Stadium,London,1343426356.0,2012-07-27 21:59:16
270730,65355,5012d148e4b0be9af4b1c577,Fri Jul 27 22:01:37 +0000 2012,60,51.538801,-0.0164,General Entertainment,London,1343426497.0,2012-07-27 22:01:37
270550,9887,4f6c5507121d7483f0ac8610,Fri Jul 27 22:02:26 +0000 2012,60,51.507241,-0.158374,General Entertainment,London,1343426546.0,2012-07-27 22:02:26
128250,54115,4b27a391f964a5200a8824e3,Fri Jul 27 22:02:58 +0000 2012,480,51.539636,-0.013175,Stadium,London,1343426578.0,2012-07-27 22:02:58
